Grant ID & Element,Grant Name,Sponsor,County,State,Grant Amount,Year Approved,Year Completed,Type
117 - XXX,BROCKTON SWIMMING POOL,DEPT. OF NATURAL RESOURCES,PLYMOUTH,MA,"$220,423.10 ",1972,1974,Development
91 - XXX,JOHN NOYES PLAYGROUND,CITY OF BOSTON,SUFFOLK,MA,"$67,916.76 ",1972,1975,Development
92 - XXX,BROPHY PARK,CITY OF BOSTON,SUFFOLK,MA,"$13,100.00 ",1972,1974,Development
99 - XXX,CHARLES RIVER TENNIS COURTS,SUFFOLK COUNTY,SUFFOLK,MA,"$72,867.26 ",1972,1974,Development
102 - XXX,LITTLE MYSTIC ACCESS,DEPT. OF NATURAL RESOURCES,SUFFOLK,MA,"$81,996.83 ",1972,1974,Development
113 - XXX,PLAY EQUIPMENT COMPLEXES,CITY OF BOSTON,SUFFOLK,MA,"$150,500.00 ",1972,1975,Development
115 - XXX,MCCONNELL PARK,CITY OF BOSTON,SUFFOLK,MA,"$62,481.35 ",1972,1974,Development
86 - XXX,SWIMMING POOL SOUTHBRIDGE,DEPT. OF NATURAL RESOURCES,WORCESTER,MA,"$184,647.65 ",1972,1975,Development
105 - XXX,WORCESTER SWIMMING POOL,DEPT. OF NATURAL RESOURCES,WORCESTER,MA,"$288,593.90 ",1972,1974,Development
114 - XXX,HOLY HILL PROJECT,TOWN OF HARVARD,WORCESTER,MA,"$124,210.00 ",1972,1974,Combination
97 - XXX,CASCADES REC. AREA,CITY OF NORTH ADAMS,BERKSHIRE,MA,"$9,997.50 ",1973,1975,Acquisition
126 - XXX,LAKE MANSFIELD REC. AREA,TOWN OF GREAT BARRINGTON,BERKSHIRE,MA,"$10,250.00 ",1973,1973,Acquisition
93 - XXX,LUMBER WHARF,TOWN OF ROCKPORT,ESSEX,MA,"$36,584.00 ",1973,1974,Combination
131 - XXX,PARKER RIVER ACQ.,DIV. OF FISHERIES & GAME,ESSEX,MA,"$257,857.26 ",1973,1976,Acquisition
120 - XXX,TRUM FIELD,CITY OF SOMERVILLE,MIDDLESEX,MA,"$166,690.32 ",1973,1976,Development
123 - XXX,CUTLER/DAMON/BURKEMORGAN ACQ.,TOWN OF WAYLAND,MIDDLESEX,MA,"$160,865.51 ",1973,1975,Acquisition
128 - XXX,GREENOUGH ESTATE - ACQUISITION,TOWN OF CARLISLE,MIDDLESEX,MA,"$192,600.00 ",1973,1974,Acquisition
132 - XXX,HASKELL PROPERTY,TOWN OF SUDBURY,MIDDLESEX,MA,"$90,215.74 ",1973,1975,Acquisition
134 - XXX,PARKER VILLAGE RECREATION,TOWN OF WESTFORD,MIDDLESEX,MA,"$51,872.64 ",1973,1975,Acquisition
135 - XXX,SUMMER STREET & CROSBY PLGD,TOWN OF ARLINGTON,MIDDLESEX,MA,"$70,278.49 ",1973,1976,Development
136 - XXX,KELLEHER FIELD & STEVENS PLGD,CITY OF MARLBOROUGH,MIDDLESEX,MA,"$313,866.02 ",1973,1975,Development
137 - XXX,FARREL FIELD & JOHN STREET PLGD,CITY OF MARLBOROUGH,MIDDLESEX,MA,"$111,871.15 ",1973,1975,Development
138 - XXX,HANCOCK PLAYGROUND,CITY OF EVERETT,MIDDLESEX,MA,"$28,039.50 ",1973,1976,Development
118 - XXX,MEDWAY PARK & SANDERSONS POND,TOWN OF MEDWAY,NORFOLK,MA,"$135,000.00 ",1973,1974,Development
121 - XXX,BRADLEY ESTATE,TOWN OF NEEDHAM,NORFOLK,MA,"$462,338.51 ",1973,1973,Acquisition
130 - XXX,ANDERSON OUTDOOR SKATING RINK,TOWN OF BROOKLINE,NORFOLK,MA,"$152,544.43 ",1973,1975,Development
133 - XXX,SCHICK PLAYGROUND,TOWN OF BROOKLINE,NORFOLK,MA,"$28,479.60 ",1973,1975,Development
140 - XXX,WOLLASTON GOLF COURSE,NORFOLK COUNTY,NORFOLK,MA,"$1,644,587.70 ",1973,1977,Combination
122 - XXX,RECREATION PLAN - 3RD EDITION,DEPT. OF NATURAL RESOURCES,PLANNING,MA,"$154,791.28 ",1973,1976,Planning
127 - XXX,TUKIS BENT & EDGAR PLAYGOUNDS,CITY OF BROCKTON,PLYMOUTH,MA,"$515,006.71 ",1973,1974,Development
124 - XXX,BILLINGS FIELD,CITY OF BOSTON,SUFFOLK,MA,"$111,598.35 ",1973,1974,Development
119 - XXX,OXFORD STREET RECREATION AREA,TOWN OF AUBURN,WORCESTER,MA,"$97,674.75 ",1973,1974,Acquisition
125 - XXX,BOWER SPRINGS PROJECT,TOWN OF BOLTON,WORCESTER,MA,"$61,556.84 ",1973,1975,Acquisition
146 - XXX,RYDER & BRIAR PATCH,SANDWICH CONSERVATION COMM.,BARNSTABLE,MA,"$772,017.54 ",1974,1976,Acquisition
152 - XXX,SOUTH ATTLEBORO LDES HILL,CITY OF ATTLEBORO,BRISTOL,MA,"$246,447.35 ",1974,1976,Combination
144 - XXX,WARREN AMES HOLYOKE CLARK PARKS,CITY OF LYNN,ESSEX,MA,"$248,600.00 ",1974,1979,Development
145 - XXX,HIGH ROCK AND FLAX POND,CITY OF LYNN,ESSEX,MA,"$246,473.00 ",1974,1981,Redevelopment
150 - XXX,MONUMENT PARK ACQ.,TOWN OF SWAMPSCOTT,ESSEX,MA,"$59,477.24 ",1974,1976,Combination
158 - XXX,WATER STREET REC AREA,TOWN OF PALMER,HAMPDEN,MA,"$5,132.10 ",1974,1977,Acquisition
149 - XXX,HARRINGTON PARK,CITY OF CONCORD,MIDDLESEX,MA,"$62,768.00 ",1974,1975,Acquisition
153 - XXX,FARNAM SMITH ACQ.,DEPT. OF NATURAL RESOURCES,MIDDLESEX,MA,"$2,071,573.04 ",1974,1976,Acquisition
163 - XXX,STORER CONSERVATION LANDS,CITY OF WALTHAM,MIDDLESEX,MA,"$225,150.55 ",1974,1981,Combination
156 - XXX,NORTH FERRY PARK,CITY OF BOSTON,MULTI-COUNTY,MA,"$1,153,100.58 ",1974,1979,Combination
141 - XXX,SQUAW ROCK,CITY OF QUINCY,NORFOLK,MA,"$61,725.00 ",1974,1977,Combination
151 - XXX,POND MEADOW REC AREA,WEYMOUTH/BRAINTREE CONSER REC. DIST,NORFOLK,MA,"$238,475.95 ",1974,1978,Combination
154 - XXX,DEBORAH SAMPSON PARK,TOWN OF SHARON,NORFOLK,MA,"$295,000.00 ",1974,1979,Combination
155 - XXX,HINGHAM WATERFRONT ACQ.,TOWN OF HINGHAM,PLYMOUTH,MA,"$30,000.00 ",1974,1976,Acquisition
142 - XXX,ERIE-ELLINGTON PLAYGROUND,CITY OF BOSTON,SUFFOLK,MA,"$39,202.94 ",1974,1976,Development
147 - XXX,BOSTON COMMON & PUBLIC GARDENS,CITY OF BOSTON,SUFFOLK,MA,"$206,800.00 ",1974,1978,Development
148 - XXX,COLUMBIA POINT PLAYGROUND,CITY OF BOSTON,SUFFOLK,MA,"$183,062.91 ",1974,1976,Development
159 - XXX,SOUTH COVE PLAZA,CITY OF BOSTON,SUFFOLK,MA,"$226,381.40 ",1974,1979,Development
160 - XXX,DOWNTOWN WATERFRONT PARK,CITY OF BOSTON,SUFFOLK,MA,"$1,339,529.00 ",1974,1977,Development
162 - XXX,BRANDAGEE ESTATE,CITY OF BOSTON,SUFFOLK,MA,"$22,500.00 ",1974,1976,Acquisition
169 - XXX,CENTRAL PARK,CITY OF FALL RIVER,BRISTOL,MA,"$42,944.22 ",1975,1978,Development
178 - XXX,TAUNTON MINI PARKS,CITY OF TAUNTON,BRISTOL,MA,"$48,833.15 ",1975,1975,Development
176 - XXX,NORTH STREET RECREATION AREA,TOWN OF TOPSFIELD,ESSEX,MA,"$158,533.80 ",1975,1978,Combination
182 - XXX,POMP'S POND BATHHOUSE,TOWN OF ANDOVER,ESSEX,MA,"$38,416.89 ",1975,1977,Development
171 - XXX,PEQUOT POND ACQUISITION,DEPT. OF NATURAL RESOURCES,HAMPDEN,MA,"$150,000.00 ",1975,1979,Acquisition
179 - XXX,CAMBRIDGE COMMON,CITY OF CAMBRIDGE,MIDDLESEX,MA,"$90,000.00 ",1975,1978,Development
181 - XXX,"POET'S CORNER, N. UNION, & PHEASANT",TOWN OF ARLINGTON,MIDDLESEX,MA,"$56,291.58 ",1975,1978,Development
164 - XXX,ROSEMARY LAKE BATHHOUSE,TOWN OF NEEDHAM,NORFOLK,MA,"$70,551.38 ",1975,1977,Development
165 - XXX,MOUND STREET BEACH,CITY OF QUINCY,NORFOLK,MA,"$84,017.00 ",1975,1978,Combination
168 - XXX,AMORY COURTS & HALL'S POND,TOWN OF BROOKLINE,NORFOLK,MA,"$105,990.30 ",1975,1978,Combination
175 - XXX,NOONHILL ACQUISITION,TOWN OF MEDFIELD,NORFOLK,MA,"$170,000.00 ",1975,1977,Acquisition
177 - XXX,PIERCE PLAYGROUND LIGHTING,TOWN OF MILTON,NORFOLK,MA,"$22,350.68 ",1975,1978,Development
161 - XXX,JEFFRIES POINT PARK,CITY OF BOSTON,SUFFOLK,MA,"$395,843.95 ",1975,1976,Development
167 - XXX,MARTINI SHELL PARK,METROPOLITAN DIST. COMM.,SUFFOLK,MA,"$89,895.53 ",1975,1977,Development
180 - XXX,FIDELIS WAY PLAYGROUND,CITY OF BOSTON,SUFFOLK,MA,"$269,875.00 ",1975,1980,Development
166 - XXX,WESTBOROUGH COUNTRY CLUB,TOWN OF WESTBORO,WORCESTER,MA,"$190,510.52 ",1975,1976,Acquisition
170 - XXX,SOUTH CAPE BEACH,DEPT. OF ENVIRONMENTAL MANAGEMENT,BARNSTABLE,MA,"$2,037,000.00 ",1976,1982,Acquisition
187 - XXX,SCARGO LAKE,TOWN OF DENNIS,BARNSTABLE,MA,"$25,000.00 ",1976,1978,Acquisition
193 - XXX,BICENTENNIAL PARK,CITY OF FALL RIVER,BRISTOL,MA,"$243,500.00 ",1976,1980,Combination
195 - XXX,SHARP PROPERTY ACQUISITION,CITY OF TAUNTON,BRISTOL,MA,"$50,000.00 ",1976,1978,Acquisition
189 - XXX,MT. PLEASANT LAND ACQ.,CITY OF PEABODY,ESSEX,MA,"$614,770.00 ",1976,1982,Combination
198 - XXX,SWASEY FIELD,CITY OF HAVERHILL,ESSEX,MA,"$38,200.00 ",1976,1979,Development
205 - XXX,WATERFRONT PROMENADE,NEWBURYPORT WATERFRONT TRUST,ESSEX,MA,"$497,575.00 ",1976,1983,Development
186 - XXX,PULASKI PARK,CITY OF HOLYOKE,HAMPDEN,MA,"$334,898.67 ",1976,1979,Combination
188 - XXX,LOOK PARK COMFORT STATION,CITY OF NORTHAMPTON,HAMPSHIRE,MA,"$39,270.46 ",1976,1977,Development
185 - XXX,BISHOP AND SPY POND PLAYGROUNDS,TOWN OF ARLINGTON,MIDDLESEX,MA,"$70,936.65 ",1976,1978,Development
190 - XXX,SOUTH COMMON,CITY OF LOWELL,MIDDLESEX,MA,"$450,015.00 ",1976,1978,Development
196 - XXX,MALDEN PARK RENOVATIONS,CITY OF MALDEN,MIDDLESEX,MA,"$290,800.00 ",1976,1978,Redevelopment
203 - XXX,TOWNER'S POND RESERVATION,CITY OF MELROSE,MIDDLESEX,MA,"$20,925.00 ",1976,1981,Acquisition
204 - XXX,CONWAY PLAYGROUND,CITY OF SOMERVILLE,MIDDLESEX,MA,"$131,750.49 ",1976,1979,Development
199 - XXX,NANTUCKET TOWN DOCK,TOWN OF NANTUCKET,NANTUCKET,MA,"$262,500.00 ",1976,1979,Combination
191 - XXX,CLARK PLAYGROUND,TOWN OF BROOKLINE,NORFOLK,MA,"$11,986.40 ",1976,1978,Development
192 - XXX,LONGWOOD AND BALDWIN PLAYGROUNDS,TOWN OF BROOKLINE,NORFOLK,MA,"$12,925.45 ",1976,1978,Development
183 - XXX,STONEY BROOK RESERVATION,METROPOLITAN DIST. COMM.,SUFFOLK,MA,"$1,000,000.00 ",1976,1979,Combination
197 - XXX,MERRITT PARK,CITY OF CHELSEA,SUFFOLK,MA,"$205,000.00 ",1976,1978,Development
201 - XXX,RONAN PARK,CITY OF BOSTON,SUFFOLK,MA,"$262,871.10 ",1976,1980,Development
184 - XXX,WORCESTER POOLS,CITY OF WORCESTER,WORCESTER,MA,"$294,176.35 ",1976,1978,Development
202 - XXX,APPALACHIAN TRAIL,DEPT. OF ENVIRONMENTAL MANAGEMENT,BERKSHIRE,MA,"$627,387.50 ",1977,1984,Acquisition
230 - XXX,KERNWOOD PARK,CITY OF SALEM,ESSEX,MA,"$29,000.00 ",1977,1980,Development
223 - XXX,BORGATTI ACQUISITION,TOWN OF AGAWAM,HAMPDEN,MA,"$14,500.00 ",1977,1979,Acquisition
206 - XXX,WATERTOWN ARSENAL,TOWN OF WATERTOWN,MIDDLESEX,MA,"$1,165,730.00 ",1977,1982,Acquisition
210 - XXX,"MENOTOMY, WALDO, WELLINGTON PARKS",TOWN OF ARLINGTON,MIDDLESEX,MA,"$73,577.50 ",1977,1980,Development
222 - XXX,SHEDD PARK PINIC AREA,CITY OF LOWELL,MIDDLESEX,MA,"$49,748.00 ",1977,1980,Development
228 - XXX,DEVIR PARK & AMERGIE FIELD,CITY OF MALDEN,MIDDLESEX,MA,"$253,240.00 ",1977,1980,Redevelopment
231 - XXX,RIVERSIDE PRESS,CITY OF CAMBRIDGE,MIDDLESEX,MA,"$1,500,050.00 ",1977,1981,Combination
207 - XXX,RECREATION PLAN 4TH EDITION,DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,MA,"$149,947.66 ",1977,1980,Planning
208 - XXX,CARTER AND HIGHLAND PARKS,CITY OF CHELSEA,SUFFOLK,MA,"$485,161.00 ",1977,1979,Development
221 - XXX,CHARLESTOWN WATER FRONT PARK,CITY OF BOSTON,SUFFOLK,MA,"$1,726,986.41 ",1977,1984,Development
212 - XXX,OXFORD STREET RECREATION AREA,TOWN OF AUBURN,WORCESTER,MA,"$76,105.93 ",1977,1983,Development
213 - XXX,PARKHILL PARK,CITY OF FITCHBURG,WORCESTER,MA,"$100,492.26 ",1977,1979,Development
236 - XXX,TEXAS INSTRUMENTS PROP,TOWN OF NORTON,BRISTOL,MA,"$27,875.00 ",1978,1980,Acquisition
211 - XXX,FOLLY HILL COUNTRY CLUB,CITY OF BEVERLY,ESSEX,MA,"$675,318.00 ",1978,1980,Acquisition
239 - XXX,RIVERSIDE PARK,CITY OF HAVERHILL,ESSEX,MA,"$150,000.00 ",1978,1981,Development
