Grant ID & Element,Grant Name,Sponsor,County,State,Grant Amount,Year Approved,Year Completed,Type
31 - XXX,FRENCHTOWN PARK,TOWN OF EAST GREENWICH,KENT,RI,"$54,828.07 ",1968,1971,Acquisition
25 - XXX,CAPTAIN STEPHEN OLNEY MEMORIAL,CITY OF PROVIDENCE,PROVIDENCE,RI,"$46,762.03 ",1968,1970,Development
39 - XXX,HIGGINSON AVENUE PLAYGROUND,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$41,200.00 ",1968,1969,Development
40 - XXX,HOPE PARK FACILITIES,TOWN OF SCITUATE,PROVIDENCE,RI,"$12,647.25 ",1968,1970,Acquisition
41 - XXX,RUSH BROOK,TOWN OF SCITUATE,PROVIDENCE,RI,"$9,606.80 ",1968,1970,Acquisition
42 - XXX,MONASTRY PARK ACQUISITION,TOWN OF CUMBERLAND,PROVIDENCE,RI,"$77,263.20 ",1968,1970,Acquisition
43 - XXX,DIAMOND HILL PARK,DEPT. OF NATURAL RESOURCES,PROVIDENCE,RI,"$34,492.50 ",1968,1969,Acquisition
44 - XXX,BYRON WINSOR LAND,TOWN OF GLOCESTER,PROVIDENCE,RI,"$4,605.39 ",1968,1970,Acquisition
45 - XXX,LINCOLN PLAY AREA,TOWN OF LINCOLN,PROVIDENCE,RI,"$2,575.00 ",1968,1969,Acquisition
27 - XXX,TRI POND PARK ACQUISITION,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$21,994.50 ",1968,1970,Acquisition
47 - XXX,NORTH KINGSTON PARK,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$4,635.00 ",1968,1971,Acquisition
58 - XXX,FORT BARTON PARK,TOWN OF TIVERTON,NEWPORT,RI,"$9,492.22 ",1969,1973,Development
48 - XXX,SNAKE DEN PARK,DEPT. OF NATURAL RESOURCES,PROVIDENCE,RI,"$380,702.51 ",1969,1974,Acquisition
50 - XXX,OWENS FIELD DEVELOPMENT,DEPT. OF NATURAL RESOURCES,PROVIDENCE,RI,"$4,064.86 ",1969,1976,Development
51 - XXX,MCCOY STADIUM ANNEX,CITY OF PAWTUCKET,PROVIDENCE,RI,"$73,097.20 ",1969,1973,Development
52 - XXX,MAX REED FIELD,CITY OF PAWTUCKET,PROVIDENCE,RI,"$128,703.40 ",1969,1973,Development
56 - XXX,LIME ACRES DEVELOPMENT,TOWN OF LINCOLN,PROVIDENCE,RI,"$21,749.00 ",1969,1974,Development
53 - XXX,BELLEVILLE POND ACQUISITION,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$44,187.00 ",1969,1974,Acquisition
54 - XXX,TOWN HALL PARK,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$2,060.00 ",1969,1974,Acquisition
57 - XXX,CHARLESTOWN BREACHWAY,DEPT. OF NATURAL RESOURCES,WASHINGTON,RI,"$16,591.22 ",1969,1974,Development
60 - XXX,FRANKLIN FIELD,TOWN OF WESTERLY,WASHINGTON,RI,"$18,920.45 ",1969,1973,Development
62 - XXX,TOWN COMMONS PLAYGROUND,TOWN OF BRISTOL,BRISTOL,RI,"$14,578.53 ",1970,1974,Development
63 - XXX,VETERANS MEMORIAL PARK,TOWN OF BRISTOL,BRISTOL,RI,"$16,446.25 ",1970,1974,Development
76 - XXX,HAINES PARK DEVELOPMENT,DEPT. OF NATURAL RESOURCES,BRISTOL,RI,"$26,350.65 ",1970,1974,Development
81 - XXX,JAMILE PARK,TOWN OF WARREN,BRISTOL,RI,"$78,439.00 ",1970,1974,Development
68 - XXX,TIOGUE BEACH,TOWN OF COVENTRY,KENT,RI,"$21,655.75 ",1970,1973,Acquisition
73 - XXX,MATTESON POND,TOWN OF WEST WARWICK,KENT,RI,"$4,635.00 ",1970,1975,Acquisition
65 - XXX,BRYON WINSOR DEVELOPMENT,TOWN OF GLOCESTER,PROVIDENCE,RI,"$10,815.00 ",1970,1974,Development
66 - XXX,LAUREL HILL,CITY OF PAWTUCKET,PROVIDENCE,RI,"$16,995.00 ",1970,1974,Development
67 - XXX,JOHNSTON MEMORIAL PARK,TOWN OF JOHNSTON,PROVIDENCE,RI,"$76,220.00 ",1970,1974,Development
74 - XXX,SOUTH BOYD AVE. ACQUISITION,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$24,600.00 ",1970,1975,Acquisition
75 - XXX,HOPE PARK DEV.,TOWN OF SCITUATE,PROVIDENCE,RI,"$17,059.73 ",1970,1974,Development
77 - XXX,CROOK MANOR PLAYGROUND,CITY OF PAWTUCKET,PROVIDENCE,RI,"$34,917.85 ",1970,1974,Development
78 - XXX,BOYDEN HEIGHTS CONSERVATION AREA,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$13,242.79 ",1970,1974,Acquisition
55 - XXX,RICHMOND PLAYGROUND,TOWN OF RICHMOND,WASHINGTON,RI,$300.00 ,1970,1974,Acquisition
64 - XXX,BELLEVILLE POND,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$13,956.50 ",1970,1974,Acquisition
69 - XXX,GALILEE DEVELOPMENT SECTION A,DEPT. OF NATURAL RESOURCES,WASHINGTON,RI,"$112,218.50 ",1970,1974,Development
70 - XXX,NEW SHOREHAM ACQUISITIONS,TOWN OF NEW SHOREHAM,WASHINGTON,RI,"$8,240.00 ",1970,1975,Acquisition
79 - XXX,GREENE LAND,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$5,750.00 ",1970,1974,Acquisition
80 - XXX,FORT ADAMS B,DEPT. OF NATURAL RESOURCES,NEWPORT,RI,"$573,496.70 ",1971,1978,Development
91 - XXX,MENZI LAND,TOWN OF PORTSMOUTH,NEWPORT,RI,"$6,725.00 ",1971,1974,Acquisition
97 - XXX,SANDY POINT BEACH,TOWN OF PORTSMOUTH,NEWPORT,RI,"$39,524.12 ",1971,1975,Development
82 - XXX,BERKLEY PARK,CITY OF PAWTUCKET,PROVIDENCE,RI,"$25,962.50 ",1971,1974,Development
83 - XXX,WINSOR PARK B,TOWN OF GLOCESTER,PROVIDENCE,RI,"$26,733.57 ",1971,1974,Development
84 - XXX,CASS PARK A,CITY OF WOONSOCKET,PROVIDENCE,RI,"$30,000.00 ",1971,1974,Development
85 - XXX,WILLOW FIELD,TOWN OF SMITHFIELD,PROVIDENCE,RI,"$26,386.50 ",1971,1974,Combination
86 - XXX,MOWRY LAND,TOWN OF SMITHFIELD,PROVIDENCE,RI,"$10,500.00 ",1971,1974,Acquisition
87 - XXX,HOPE PARK PHASE II,TOWN OF SCITUATE,PROVIDENCE,RI,"$19,416.73 ",1971,1976,Development
88 - XXX,JOHNSTON MEMORIAL PARK B,TOWN OF JOHNSTON,PROVIDENCE,RI,"$39,538.52 ",1971,1978,Development
92 - XXX,HIGGINSON AVENUE B,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$12,006.50 ",1971,1972,Development
93 - XXX,LINCOLN DEVELOPMENTS,TOWN OF LINCOLN,PROVIDENCE,RI,"$13,021.32 ",1971,1972,Development
96 - XXX,HERITAGE PARK - PHASE A,TOWN OF GLOCESTER,PROVIDENCE,RI,"$2,000.00 ",1971,1974,Development
98 - XXX,PULASKI PARK A,DEPT. OF NATURAL RESOURCES,PROVIDENCE,RI,"$24,999.46 ",1971,1975,Development
94 - XXX,TRI-POND ACQUISITION PHASE II,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$6,225.00 ",1971,1972,Acquisition
99 - XXX,FORT BARTON ADDITION,TOWN OF TIVERTON,NEWPORT,RI,"$27,636.79 ",1972,1977,Combination
104 - XXX,BRENTON POINT - A,DEPT. OF NATURAL RESOURCES,NEWPORT,RI,"$307,568.29 ",1972,1978,Development
106 - XXX,FREEBODY PARK A,CITY OF NEWPORT,NEWPORT,RI,"$22,820.50 ",1972,1976,Development
109 - XXX,FORT WETHERILL,DEPT. OF ENVIRONMENTAL MANAGEMENT,NEWPORT,RI,"$117,217.95 ",1972,1977,Development
103 - XXX,WOONASQUATUCKET ACCESS,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$6,500.00 ",1972,1978,Acquisition
111 - XXX,RUSH BROOK DEVELOPMENT A,TOWN OF SCITUATE,PROVIDENCE,RI,"$78,573.73 ",1972,1977,Development
100 - XXX,SPRAGUE MEMORIAL PARK A,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$71,693.88 ",1972,1976,Development
101 - XXX,GALILEE DEVELOPMENT B,DEPT. OF NATURAL RESOURCES,WASHINGTON,RI,"$19,022.02 ",1972,1974,Development
108 - XXX,FISHERMANS MEMORIAL B,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$180,561.90 ",1972,1979,Development
112 - XXX,HOPEWORTH AVENUE,TOWN OF BRISTOL,BRISTOL,RI,"$22,750.00 ",1973,1976,Acquisition
114 - XXX,WALKER FARM ACQUISITION,TOWN OF BARRINGTON,BRISTOL,RI,"$75,000.00 ",1973,1976,Acquisition
115 - XXX,MEADOWBROOK FARMS TENNIS COURTS,TOWN OF EAST GREENWICH,KENT,RI,"$35,471.78 ",1973,1976,Development
116 - XXX,GORTON POND,CITY OF WARWICK,KENT,RI,"$62,500.00 ",1973,1976,Acquisition
118 - XXX,FRENCHTOWN PARK SKATING AREA,TOWN OF EAST GREENWICH,KENT,RI,"$24,335.67 ",1973,1977,Development
119 - XXX,BUCKEYE BROOK,CITY OF WARWICK,KENT,RI,"$29,425.00 ",1973,1976,Acquisition
113 - XXX,SECOND BEACH DEVELOPMENT A,TOWN OF MIDDLETOWN,NEWPORT,RI,"$139,632.50 ",1973,1977,Development
110 - XXX,UPDATING THE SCORP,DEPT. OF NATURAL RESOURCES,PLANNING,RI,"$201,424.96 ",1973,1975,Planning
117 - XXX,BURLINGAME RESERVOIR ACQUISITION,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$146,269.26 ",1973,1976,Acquisition
120 - XXX,CASS PARK,CITY OF WOONSOCKET,PROVIDENCE,RI,"$68,921.89 ",1973,1976,Development
122 - XXX,CRANSTON DEVELOPMENT,CITY OF CRANSTON,PROVIDENCE,RI,"$109,352.81 ",1973,1976,Development
123 - XXX,DAGGETT FIELD DRAINAGE,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$29,396.43 ",1973,1977,Development
124 - XXX,WILLET POND RECREATION AREA,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$59,063.91 ",1973,1977,Development
121 - XXX,SAND HILL COVE SEWER,DEPT. OF NATURAL RESOURCES,WASHINGTON,RI,"$36,601.44 ",1973,1976,Development
125 - XXX,RODMAN HOLLOW,TOWN OF NEW SHOREHAM,WASHINGTON,RI,"$61,267.15 ",1973,1977,Acquisition
140 - XXX,HAINES PARK ROADWAY,DEPT. OF NATURAL RESOURCES,BRISTOL,RI,"$6,998.37 ",1974,1978,Development
127 - XXX,WARWICK DEVELOPMENTS,CITY OF WARWICK,KENT,RI,"$82,391.14 ",1974,1976,Development
129 - XXX,WARWICH DEVELOPMENT (B),CITY OF WARWICK,KENT,RI,"$153,680.89 ",1974,1976,Development
132 - XXX,LONGMEADOW ADDITION,CITY OF WARWICK,KENT,RI,"$3,511.75 ",1974,1977,Acquisition
135 - XXX,SWIMMING POOL (WARWICK),CITY OF WARWICK,KENT,RI,"$480,192.10 ",1974,1979,Development
134 - XXX,SECOND BEACH CAMPGROUNDS,TOWN OF MIDDLETOWN,NEWPORT,RI,"$59,333.43 ",1974,1977,Development
138 - XXX,JAMESTOWN PLAYGROUND,TOWN OF JAMESTOWN,NEWPORT,RI,"$27,690.99 ",1974,1977,Development
126 - XXX,CROOK MANOR & NEWELL AVE. PLGY,CITY OF PAWTUCKET,PROVIDENCE,RI,"$66,723.09 ",1974,1976,Development
128 - XXX,VETERANS PARK,CITY OF PAWTUCKET,PROVIDENCE,RI,"$169,698.95 ",1974,1979,Development
131 - XXX,SOUTH WOODLAND ACQUISITION,CITY OF PAWTUCKET,PROVIDENCE,RI,"$86,735.12 ",1974,1977,Acquisition
137 - XXX,NORTH PROVIDENCE DEVELOPMENTS,TOWN OF NORTH PROVIDENCE,PROVIDENCE,RI,"$51,055.80 ",1974,1979,Development
133 - XXX,CANONCHET FARM ACQUISITION,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$493,271.60 ",1974,1978,Acquisition
136 - XXX,SUCCATASH ROAD,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$3,499.11 ",1974,1977,Acquisition
139 - XXX,WINTER PLAYGROUND,TOWN OF RICHMOND,WASHINGTON,RI,"$27,884.44 ",1974,1979,Development
148 - XXX,HAMPDEN MEADOWS GREEN BELT ADDITION,TOWN OF BARRINGTON,BRISTOL,RI,"$6,361.87 ",1975,1978,Acquisition
146 - XXX,WARWICK SPORTS COMPLEXES B,CITY OF WARWICK,KENT,RI,"$245,941.10 ",1975,1980,Development
149 - XXX,SAULTER'S GROVE,DEPT. OF NATURAL RESOURCES,KENT,RI,"$4,450.59 ",1975,1977,Development
159 - XXX,IMPROVEMENT OF TEN TOT LOTS,CITY OF WARWICK,KENT,RI,"$89,738.06 ",1975,1980,Development
161 - XXX,GORTON'S POND SWIMMING AREA,CITY OF WARWICK,KENT,RI,"$44,995.17 ",1975,1980,Development
143 - XXX,JAMESTOWN PIER REHABILITATION,DEPT. OF NATURAL RESOURCES,NEWPORT,RI,"$15,067.98 ",1975,1978,Development
153 - XXX,CLIFF WALK REHABILITATION,CITY OF NEWPORT,NEWPORT,RI,"$536,947.77 ",1975,1980,Development
144 - XXX,GRASSEY PLAINS DEV,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$93,963.35 ",1975,1977,Development
147 - XXX,BOYDEN HEIGHTS DEVELOPMENT,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$43,097.73 ",1975,1978,Development
152 - XXX,SOUTH WOODLAWN,CITY OF PAWTUCKET,PROVIDENCE,RI,"$141,722.87 ",1975,1978,Development
155 - XXX,EDGEWOOD PARK,CITY OF CRANSTON,PROVIDENCE,RI,"$101,338.63 ",1975,1980,Development
156 - XXX,SLATER PARK PICNIC AREA,CITY OF PAWTUCKET,PROVIDENCE,RI,"$93,123.89 ",1975,1980,Development
158 - XXX,WW II VETERANS MEMORIAL PARK,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$357,231.27 ",1975,1980,Development
160 - XXX,HARBOR VIEW TRAIL,CITY OF PROVIDENCE,PROVIDENCE,RI,"$14,886.49 ",1975,1980,Development
162 - XXX,BRIGGS FARM DEVELOPMENT,CITY OF CRANSTON,PROVIDENCE,RI,"$46,518.12 ",1975,1980,Development
142 - XXX,BELLEVILLE POND DEVELOPMENT,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$89,717.21 ",1975,1982,Combination
145 - XXX,SUCCATASH RD DEVELOPMENT - PLAYFIELD,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$29,286.66 ",1975,1978,Development
150 - XXX,J. PAUL WILSON PARK ACQUISITION,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$7,634.25 ",1975,1978,Acquisition
151 - XXX,SCARBOROUGH BEACH DEVELOPMENT,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$55,624.88 ",1975,1980,Development
154 - XXX,HOPE VALLEY PLAYGROUND ACQ.,TOWN OF HOPKINTON,WASHINGTON,RI,"$5,089.50 ",1975,1978,Acquisition
170 - XXX,BICKNELL PARK ADDITION,TOWN OF BARRINGTON,BRISTOL,RI,"$10,411.00 ",1976,1978,Acquisition
190 - XXX,D/PAWTUXET PARK,CITY OF WARWICK,KENT,RI,"$132,740.25 ",1976,1978,Acquisition
172 - XXX,ANCHORAGE PLAYGROUND,TOWN OF MIDDLETOWN,NEWPORT,RI,"$139,306.85 ",1976,1980,Development
182 - XXX,EAST FERRY PARK,TOWN OF JAMESTOWN,NEWPORT,RI,"$32,887.43 ",1976,1979,Development
186 - XXX,ISLAND PARK,TOWN OF PORTSMOUTH,NEWPORT,RI,"$15,302.19 ",1976,1980,Combination
187 - XXX,HATHAWAY PLAYGROUND,TOWN OF PORTSMOUTH,NEWPORT,RI,$780.30 ,1976,1979,Development
189 - XXX,R.I. PLANNING PROJECT (SCORP),DEPT. OF ENVIRONMENTAL MANAGEMENT,PLANNING,RI,"$120,841.91 ",1976,1980,Planning
165 - XXX,HIGGINSON AVE. PLAYGROUND ADDITION,CITY OF CENTRAL FALLS,PROVIDENCE,RI,"$108,569.03 ",1976,1980,Development
166 - XXX,DUNN PARK DEVELOPMENT,CITY OF WOONSOCKET,PROVIDENCE,RI,"$40,524.48 ",1976,1979,Development
169 - XXX,CURRIER RECREATION AREA,TOWN OF CUMBERLAND,PROVIDENCE,RI,"$17,126.09 ",1976,1980,Development
173 - XXX,CODDING COURT,CITY OF PROVIDENCE,PROVIDENCE,RI,"$3,322.55 ",1976,1978,Development
174 - XXX,ASCHAM PARK,CITY OF PROVIDENCE,PROVIDENCE,RI,$529.55 ,1976,1978,Development
175 - XXX,GANO ST PLAYGROUND,CITY OF PROVIDENCE,PROVIDENCE,RI,"$158,276.50 ",1976,1982,Development
176 - XXX,MAURAN AVENUE PLAYGROUND,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$30,810.08 ",1976,1980,Development
178 - XXX,GEORGE WASHINGTON IMPROVEMENTS,DEPT. OF NATURAL RESOURCES,PROVIDENCE,RI,"$11,813.47 ",1976,1981,Development
179 - XXX,BOYDEN HEIGHTS ADDITION,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$2,602.75 ",1976,1980,Acquisition
181 - XXX,ROGER WILLIAMS PARK,CITY OF PROVIDENCE,PROVIDENCE,RI,"$1,734,537.01 ",1976,1984,Redevelopment
183 - XXX,SABIN POINT PARK,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$177,295.14 ",1976,1979,Development
185 - XXX,LINCOLN AVENUE MINI- PARK,CITY OF EAST PROVIDENCE,PROVIDENCE,RI,"$6,354.60 ",1976,1979,Development
188 - XXX,ESMOND PLAYGROUND ACQ.,TOWN OF SMITHFIELD,PROVIDENCE,RI,"$17,488.56 ",1976,1979,Acquisition
163 - XXX,NORTH END PLAYGROUND,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$53,948.70 ",1976,1978,Acquisition
164 - XXX,GEORGE C PLAYGROUND,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$70,184.41 ",1976,1981,Development
167 - XXX,KENYON AVENUE PLAYGROUND,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$6,506.05 ",1976,1981,Development
168 - XXX,EASTWARD LOOK PARK,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$26,743.04 ",1976,1981,Development
171 - XXX,ROGER WHEELER BATHHOUSE REHABILITATI,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$7,430.40 ",1976,1980,Redevelopment
177 - XXX,ASHAWAY ACQUISITION,TOWN OF HOPKINTON,WASHINGTON,RI,"$100,364.94 ",1976,1978,Acquisition
180 - XXX,NORTHEND PLAYGROUND,TOWN OF NARRAGANSETT,WASHINGTON,RI,"$105,557.07 ",1976,1981,Development
184 - XXX,J. PAUL WILSON PARK DEVELOPMENT,TOWN OF NORTH KINGSTOWN,WASHINGTON,RI,"$77,700.73 ",1976,1981,Development
191 - XXX,HOPE VALLEY PLAYGROUND,TOWN OF HOPKINTON,WASHINGTON,RI,"$13,300.25 ",1976,1980,Development
209 - XXX,PRUDENCE ISLAND NORTH,DEPT. OF NATURAL RESOURCES,BRISTOL,RI,"$835,611.69 ",1977,1981,Acquisition
195 - XXX,PAWTUXET VILLAGE PARK,CITY OF WARWICK,KENT,RI,"$44,115.31 ",1977,1980,Development
213 - XXX,GODDARD PARK BATHHOUSE,DEPT. OF ENVIRONMENTAL MANAGEMENT,KENT,RI,"$43,016.05 ",1977,1980,Development
192 - XXX,MIANTONOMI PARK,CITY OF NEWPORT,NEWPORT,RI,"$57,275.62 ",1977,1978,Development
193 - XXX,PAYNE PARK,CITY OF PAWTUCKET,PROVIDENCE,RI,"$30,812.59 ",1977,1981,Development
196 - XXX,PRIVILAGE STREET BALL FIELD,CITY OF WOONSOCKET,PROVIDENCE,RI,"$11,366.87 ",1977,1979,Development
198 - XXX,NORTH SPRINGFIELD PLAYGROUND,TOWN OF NORTH SMITHFIELD,PROVIDENCE,RI,"$1,731.80 ",1977,1980,Development
200 - XXX,DIAMOND HILL PARK,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$19,935.91 ",1977,1982,Development
201 - XXX,HAINES PARK IMPROVEMENTS,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$18,735.39 ",1977,1980,Redevelopment
202 - XXX,SLATER PARK DEVELOPMENT II,CITY OF PAWTUCKET,PROVIDENCE,RI,"$88,959.02 ",1977,1980,Development
203 - XXX,LINCOLN WOODS PARK,DEPT. OF ENVIRONMENTAL MANAGEMENT,PROVIDENCE,RI,"$1,186,031.92 ",1977,1983,Development
205 - XXX,PROVIDENCE PLAYGROUND REHABILITATION,CITY OF PROVIDENCE,PROVIDENCE,RI,"$212,756.91 ",1977,1983,Development
208 - XXX,COLD SPRING PARK,CITY OF WOONSOCKET,PROVIDENCE,RI,"$32,457.49 ",1977,1980,Development
211 - XXX,BOOTH POND CONSERVATION AREA,CITY OF WOONSOCKET,PROVIDENCE,RI,"$47,708.41 ",1977,1982,Acquisition
214 - XXX,EAST WOONSOCKET PARK,CITY OF WOONSOCKET,PROVIDENCE,RI,"$20,561.73 ",1977,1979,Acquisition
194 - XXX,BURLINGAME WELLS,DEPT. OF ENVIRONMENTAL MANAGEMENT,WASHINGTON,RI,"$12,267.14 ",1977,1978,Development
197 - XXX,EAST MATUNUCK BATHHOUSE,DEPT. OF NATURAL RESOURCES,WASHINGTON,RI,"$581,996.15 ",1977,1982,Development
199 - XXX,TRI POND PARK DEVELOPMENT,TOWN OF SOUTH KINGSTOWN,WASHINGTON,RI,"$7,252.52 ",1977,1980,Development
206 - XXX,CIMALOVE FIELD ADDITION,TOWN OF WESTERLY,WASHINGTON,RI,"$27,857.02 ",1977,1983,Development
212 - XXX,ROUTE 112 PLAYGROUND,TOWN OF CHARLESTOWN,WASHINGTON,RI,"$28,891.31 ",1977,1982,Acquisition
219 - XXX,CHIANESE FIELD DEV.,TOWN OF BARRINGTON,BRISTOL,RI,"$7,534.74 ",1978,1981,Development
217 - XXX,PAINE AND QUIDNECK PARKS,TOWN OF COVENTRY,KENT,RI,"$16,441.30 ",1978,1981,Development
221 - XXX,CONIMICUT POINT PARK,CITY OF WARWICK,KENT,RI,"$19,462.21 ",1978,1980,Development
226 - XXX,WARWICK PLGD. IMPROVEMENTS,CITY OF WARWICK,KENT,RI,"$12,372.65 ",1978,1981,Development
229 - XXX,SANDY LANE COMPLEX-PHASE II,CITY OF WARWICK,KENT,RI,"$183,673.60 ",1978,1982,Development
233 - XXX,FRENCHTOWN RECREATION FACILITY,TOWN OF EAST GREENWICH,KENT,RI,"$47,892.62 ",1978,1982,Development
241 - XXX,ARNOLD PARK,TOWN OF COVENTRY,KENT,RI,"$38,490.37 ",1978,1983,Development
215 - XXX,EDWARDS ST PLAYGROUND,CITY OF NEWPORT,NEWPORT,RI,"$58,654.42 ",1978,1981,Combination
222 - XXX,FIRST BEACH PARKING,CITY OF NEWPORT,NEWPORT,RI,"$44,403.32 ",1978,1979,Development
230 - XXX,MELVILLE PLAYGROUND,TOWN OF PORTSMOUTH,NEWPORT,RI,$704.83 ,1978,1980,Development
238 - XXX,FORT ADAMS C,DEPT. OF ENVIRONMENTAL MANAGEMENT,NEWPORT,RI,"$1,045,508.84 ",1978,1983,Development
207 - XXX,DUNNELL PARK DEVELOPMENT,CITY OF PAWTUCKET,PROVIDENCE,RI,"$423,793.91 ",1978,1980,Development
