Grant ID & Element,Grant Name,Sponsor,County,State,Grant Amount,Year Approved,Year Completed,Type
143 - XXX,ARLINGTON PARK ACQUISITION,TOWN OF ARLINGTON,BENNINGTON,VT,16000.00,1972,1973,Acquisition
125 - XXX,LYNDON REC. AREA DEV.,TOWN OF LYNDON,CALEDONIA,VT,9782.57,1972,1973,Development
138 - XXX,DANVILLE RECREATION CENTER,TOWN OF DANVILLE,CALEDONIA,VT,6676.29,1972,1974,Development
144 - XXX,ST. JOHNSBURY TENNIS COURTS,TOWN OF ST. JOHNSBURY,CALEDONIA,VT,8637.00,1972,1973,Development
134 - XXX,SOUTH BURLINGTON JAYCEE PARK DEV,CITY OF SOUTH BURLINGTON,CHITTENDEN,VT,10124.07,1972,1974,Development
135 - XXX,BURLINGTON WATERFRONT FACILITIES,CITY OF BURLINGTON,CHITTENDEN,VT,30460.35,1972,1974,Development
136 - XXX,STATE FOREST TRAIL DEVELOPMENT,"DEPT. OF FORESTS, PARKS & RECREATION",CHITTENDEN,VT,11431.22,1972,1974,Development
137 - XXX,JENSEN ACQUISITION CAMELS HUMP,"DEPT. OF FORESTS, PARKS & RECREATION",CHITTENDEN,VT,37053.12,1972,1972,Acquisition
142 - XXX,WABANAKI PARK DEVELOPMENT (LEDDY),CITY OF BURLINGTON,CHITTENDEN,VT,155698.71,1972,1974,Development
158 - XXX,BURLINGTON - SOUTH PARK ACQUISITION,CITY OF BURLINGTON,CHITTENDEN,VT,8978.55,1972,1972,Acquisition
159 - XXX,INOOSKI-HAWTHORNE PARK DEVELOPMENT,CITY OF WINOOSKI,CHITTENDEN,VT,2857.33,1972,1974,Development
150 - XXX,HOUGHTON PARK IMPROVEMENTS,CITY OF ST. ALBANS,FRANKLIN,VT,9896.59,1972,1974,Development
153 - XXX,RICHFORD SKATING RINK,TOWN OF RICHFORD,FRANKLIN,VT,3610.38,1972,1973,Development
157 - XXX,PARK SEWERAGE IMPROVEMENTS,"DEPT. OF FORESTS, PARKS & RECREATION",GRAND ISLE,VT,18785.49,1972,1974,Development
147 - XXX,LAKE FAIRLEE MUNICIPAL ACQUISITION,TOWN OF THETFORD,ORANGE,VT,77500.00,1972,1973,Acquisition
128 - XXX,CRAFTSBURY RECREATION AREA,TOWN OF CRAFTSBURY,ORLEANS,VT,3408.50,1972,1973,Development
151 - XXX,CASTLETON TOWN BEACH,TOWN OF CASTLETON,RUTLAND,VT,32223.00,1972,1973,Development
152 - XXX,GLEN LAKE ACQUISITION,"DEPT. OF FORESTS, PARKS & RECREATION",RUTLAND,VT,1071000.00,1972,1972,Acquisition
149 - XXX,HUBBARD PARK,CITY OF MONTPELIER,WASHINGTON,VT,15233.36,1972,1974,Combination
124 - XXX,WILMINGTON MULTI-USE SPORTS AREA,TOWN OF WILMINGTON,WINDHAM,VT,7010.00,1972,1973,Development
154 - XXX,BRATTLEBORO PINE STREET ACQUISITION,TOWN OF BRATTLEBORO,WINDHAM,VT,4937.50,1972,1972,Acquisition
146 - XXX,WINDSOR MULTI/PURPOSE RECREATION ARE,TOWN OF WINDSOR,WINDSOR,VT,17721.24,1972,1976,Development
180 - XXX,MONKTON,TOWN OF MONKTON,ADDISON,VT,1700.00,1973,1975,Acquisition
170 - XXX,VILLAGE PARK,VILLAGE OF NORTH BENNINGTON,BENNINGTON,VT,25084.31,1973,1977,Development
176 - XXX,WILLOW PARK,TOWN OF BENNINGTON,BENNINGTON,VT,93308.40,1973,1980,Development
177 - XXX,MANCHESTER-POOL BATHHOUSE ETC.,TOWN OF MANCHESTER,BENNINGTON,VT,150407.11,1973,1977,Development
160 - XXX,GARVEY PARKWAY,DEPT. OF ENVIRONMENTAL CONSERVATION,CHITTENDEN,VT,25000.00,1973,1973,Acquisition
161 - XXX,SOUTH BURLINGTON TENNIS COURTS,CITY OF SOUTH BURLINGTON,CHITTENDEN,VT,8500.00,1973,1975,Development
169 - XXX,POMEROY PARK,CITY OF BURLINGTON,CHITTENDEN,VT,35108.79,1973,1976,Development
172 - XXX,NEIGHBORHOOD PARK SITE,VILLAGE OF ESSEX JUNCTION,CHITTENDEN,VT,13618.49,1973,1975,Combination
174 - XXX,CHARLOTTE SCENIC OUTLOOK,TOWN OF CHARLOTTE,CHITTENDEN,VT,32500.00,1973,1974,Acquisition
179 - XXX,BRIGHTON RECREATION AREA,TOWN OF BRIGHTON,ESSEX,VT,81708.59,1973,1978,Combination
168 - XXX,HARD ACK RECREATION DEVELOPMENT,CITY OF ST. ALBANS,FRANKLIN,VT,33657.06,1973,1975,Development
173 - XXX,GEORGIA TOWN BEACH,TOWN OF GEORGIA,FRANKLIN,VT,37500.00,1973,1974,Acquisition
182 - XXX,NORTH HERO BEACH AREA,TOWN OF NORTH HERO,GRAND ISLE,VT,26000.00,1973,1975,Acquisition
165 - XXX,MORRISTOWN M/P RECREATION AREA,TOWN OF MORRISTOWN,LAMOILLE,VT,9234.10,1973,1980,Development
183 - XXX,STRAFFORD RECREATION AREA,TOWN OF STRAFFORD,ORANGE,VT,6000.00,1973,1974,Acquisition
188 - XXX,RANDOLPH RECREATION AREA,TOWN OF RANDOLPH,ORANGE,VT,4377.93,1973,1976,Development
181 - XXX,STATE OUTDOOR REC. PLANNING PROGRAM,DEPT. OF ENVIRONMENTAL CONSERVATION,PLANNING,VT,15231.16,1973,1974,Planning
178 - XXX,FAIR HAVEN - REC. DEV.,TOWN OF FAIR HAVEN,RUTLAND,VT,9050.00,1973,1976,Development
184 - XXX,SHERBURNE RECREATION AREA,TOWN OF SHERBURNE,RUTLAND,VT,62500.00,1973,1976,Combination
162 - XXX,MEYER ACQUISITION,DEPT. OF ENVIRONMENTAL CONSERVATION,WASHINGTON,VT,163375.00,1973,1974,Acquisition
185 - XXX,MEMORIAL PARK BATHHOUSE,TOWN OF NORTHFIELD,WASHINGTON,VT,8437.50,1973,1975,Development
175 - XXX,WILMINGTON MULTI USE AREA,TOWN OF WILMINGTON,WINDHAM,VT,1143.88,1973,1975,Development
166 - XXX,COMMUNITY RECREATION AREA,TOWN OF BETHEL,WINDSOR,VT,28091.12,1973,1976,Development
201 - XXX,MONKTON RECREATION DEV.,TOWN OF MONKTON,ADDISON,VT,2500.00,1974,1976,Development
208 - XXX,"MIDDLEBURY MULT, PURPOSE COURT",TOWN OF MIDDLEBURY,ADDISON,VT,9687.33,1974,1978,Development
190 - XXX,STAMFORD MIP COURT AREA,TOWN OF STAMFORD,BENNINGTON,VT,7230.00,1974,1976,Development
198 - XXX,ARLINGTON RECREATION AREA DEVELOPMEN,TOWN OF ARLINGTON,BENNINGTON,VT,90660.61,1974,1979,Development
193 - XXX,BUTTERFIELD MT ACQ.,DEPT. OF ENVIRONMENTAL CONSERVATION,CALEDONIA,VT,226522.35,1974,1975,Acquisition
205 - XXX,WEST BURKE VILLAGE PARK,VILLAGE OF WEST BURKE,CALEDONIA,VT,3190.57,1974,1976,Development
163 - XXX,WILLISTON M/P RECREATION AREA,TOWN OF WILLISTON,CHITTENDEN,VT,12000.00,1974,1980,Combination
189 - XXX,UNDERHILL TENNIS COURTS,TOWN OF UNDERHILL,CHITTENDEN,VT,7487.65,1974,1976,Development
196 - XXX,LOWER FARM ACQUISITION,WINOOSKI VALLEY PARK DIST.,CHITTENDEN,VT,33726.85,1974,1976,Acquisition
199 - XXX,CHARLOTTE BEACH RECREATION AREA,TOWN OF CHARLOTTE,CHITTENDEN,VT,37500.00,1974,1980,Development
204 - XXX,JERICHO SCHOOL DISTRICT PROJECT,JERICHO SCHOOL DIST.,CHITTENDEN,VT,16830.78,1974,1976,Development
210 - XXX,DUNMONT PROPERTY,CITY OF SOUTH BURLINGTON,CHITTENDEN,VT,29148.60,1974,1976,Acquisition
192 - XXX,NORTH HERO CAMPGROUND,DEPT. OF ENVIRONMENTAL CONSERVATION,GRAND ISLE,VT,49584.50,1974,1976,Development
195 - XXX,EDEN ACQ.,TOWN OF EDEN,LAMOILLE,VT,34142.50,1974,1976,Acquisition
194 - XXX,ANNUAL FY 75 ST. OUTDOOR REC PLAN,DEPT. OF ENVIRONMENTAL CONSERVATION,PLANNING,VT,19124.81,1974,1976,Planning
203 - XXX,CASTLETON - DEWEY FIELD RECREATION A,TOWN OF CASTLETON,RUTLAND,VT,83353.70,1974,1979,Development
191 - XXX,ELM STREET RECREATION FIELD,CITY OF MONTPELIER,WASHINGTON,VT,94363.94,1974,1976,Combination
186 - XXX,BRATTLEBORO MEMORIAL PARK,TOWN OF BRATTLEBORO,WINDHAM,VT,168011.55,1974,1977,Development
200 - XXX,BRATTLEBORO L. M. PARK,TOWN OF BRATTLEBORO,WINDHAM,VT,171270.30,1974,1981,Development
206 - XXX,SAXTONS RIVER NATURE AREA,VILLAGE OF SAXTONS RIVER,WINDHAM,VT,524.36,1974,1979,Development
207 - XXX,BRIDPORT MULTI-PURPOSE COURT,TOWN OF BRIDPORT,ADDISON,VT,5851.00,1975,1976,Development
215 - XXX,GROTON FOREST ADDITION,DEPT. OF ENVIRONMENTAL CONSERVATION,CALEDONIA,VT,44155.80,1975,1976,Acquisition
209 - XXX,COLCHESTER BAYSIDE PARK IMPROVEMENTS,TOWN OF COLCHESTER,CHITTENDEN,VT,25215.45,1975,1978,Development
217 - XXX,SCHMANSKA PARK,CITY OF BURLINGTON,CHITTENDEN,VT,68023.10,1975,1977,Development
218 - XXX,SHELBURNE RECREATION AREA ACQ.,TOWN OF SHELBURNE,CHITTENDEN,VT,46176.00,1975,1977,Acquisition
226 - XXX,MALLETTS BAY ACQUISITION,DEPT. OF ENVIRONMENTAL CONSERVATION,CHITTENDEN,VT,166522.20,1975,1979,Acquisition
197 - XXX,GEORGIA TOWN BEACH DEV,TOWN OF GEORGIA,FRANKLIN,VT,61111.26,1975,1979,Development
222 - XXX,ST. ALBANS - BARLOW PARK DEVELOPMENT,CITY OF ST. ALBANS,FRANKLIN,VT,34412.62,1975,1979,Development
225 - XXX,KNIGHT POINT STATE PARK,DEPT. OF ENVIRONMENTAL CONSERVATION,GRAND ISLE,VT,138905.00,1975,1981,Development
213 - XXX,MCINDOE FALLS RECREATION AREA,VILLAGE OF MCINDOE,LAMOILLE,VT,2000.00,1975,1976,Development
216 - XXX,D/STOWARE ACQ.,DEPT. OF ENVIRONMENTAL CONSERVATION,LAMOILLE,VT,116594.40,1975,1976,Acquisition
223 - XXX,SPRUCE MOUNTAIN ACQUISITION,DEPT. OF ENVIRONMENTAL CONSERVATION,MULTI-COUNTY,VT,84790.68,1975,1977,Acquisition
227 - XXX,STRAFFORD REC. AREA DEV.,TOWN OF STRAFFORD,ORANGE,VT,23890.62,1975,1980,Development
224 - XXX,ANNUAL FY76 PLANNING PROJECT,DEPT. OF ENVIRONMENTAL CONSERVATION,PLANNING,VT,26448.24,1975,1979,Planning
212 - XXX,PINE HILL PARK,CITY OF RUTLAND,RUTLAND,VT,246931.07,1975,1979,Development
214 - XXX,ALICE POST ACQ.,DEPT. OF ENVIRONMENTAL CONSERVATION,WASHINGTON,VT,20202.00,1975,1976,Acquisition
221 - XXX,PAUL LEWIS ACQUISITIOL,DEPT. OF ENVIRONMENTAL CONSERVATION,WASHINGTON,VT,28168.66,1975,1978,Acquisition
211 - XXX,SWEET POND ACQ.,DEPT. OF ENVIRONMENTAL CONSERVATION,WINDHAM,VT,81529.50,1975,1976,Acquisition
