Grant ID & Element,Grant Name,Sponsor,County,State,Grant Amount,Year Approved,Year Completed,Type
37 - XXX,WESTBROOK TENNIS COURTS,CITY OF WESTBROOK,CUMBERLAND,ME,4100.00,1967,1969,Development
33 - XXX,BAR HARBOR BOAT ACCESS,TOWN OF BAR HARBOR,HANCOCK,ME,10250.00,1967,1969,Development
31 - XXX,KENNEBEC RIVER BOAT ACCESS,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,5637.00,1967,1967,Acquisition
34 - XXX,LAKE MARANACOOK BOAT PARK,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,13376.25,1967,1969,Combination
35 - XXX,THREE MILE POND BOAT ACCESS,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,8662.39,1967,1970,Combination
44 - XXX,WATERVILLE- PINE RIDGE,CITY OF WATERVILLE,KENNEBEC,ME,37250.00,1967,1968,Acquisition
40 - XXX,GRAFTON NOTCH STATE PARK,DEPT. OF PARKS & RECREATION,OXFORD,ME,3587.00,1967,1969,Acquisition
41 - XXX,GRAFTON NOTCH STATE PARK,DEPT. OF PARKS & RECREATION,OXFORD,ME,46114.64,1967,1970,Development
21 - XXX,OLD TOWN RECREATION AREA,CITY OF OLD TOWN,PENOBSCOT,ME,70905.00,1967,1968,Development
26 - XXX,PEAKS-KENNY STATE PARK,DEPT. OF PARKS & RECREATION,PISCATAQUIS,ME,345360.05,1967,1975,Development
32 - XXX,SACO RIVER BOAT ACCESS,DEPT. OF PARKS & RECREATION,YORK,ME,19987.00,1967,1968,Acquisition
45 - XXX,EAGLE ISLAND,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,72342.17,1968,1974,Combination
49 - XXX,KETTLE COVE,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,58809.37,1968,1970,Acquisition
51 - XXX,TWO LIGHTS STATE PARK,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,11564.70,1968,1970,Development
55 - XXX,NEW MEADOWS BOATING & REC AREA,TOWN OF BRUNSWICK,CUMBERLAND,ME,8840.63,1968,1968,Acquisition
48 - XXX,DAMARISCOTTA,DEPT. OF PARKS & RECREATION,LINCOLN,ME,22806.25,1968,1968,Acquisition
53 - XXX,MONSON RECREATION AREA,TOWN OF MONSON,PISCATAQUIS,ME,3690.00,1968,1970,Combination
46 - XXX,POPHAM BEACH STATE PARK,DEPT. OF PARKS & RECREATION,SAGADAHOC,ME,149863.71,1968,1972,Acquisition
47 - XXX,POPHAM BEACH STATE PARK,DEPT. OF PARKS & RECREATION,SAGADAHOC,ME,45337.18,1968,1970,Development
50 - XXX,PLEASANT POND AND WYMAN LAKE,DEPT. OF PARKS & RECREATION,SAGADAHOC,ME,17937.00,1968,1968,Acquisition
42 - XXX,SEARSPORT TOWN LANDING,TOWN OF SEARSPORT,WALDO,ME,10441.40,1968,1972,Combination
36 - XXX,LUBEC TOWN LANDING,TOWN OF LUBEC,WASHINGTON,ME,49008.00,1968,1969,Combination
54 - XXX,WELLS CITY PARK,DEPT. OF PARKS & RECREATION,YORK,ME,184500.00,1968,1970,Acquisition
57 - XXX,CRYSTAL LAKE RECREATION AREA,TOWN OF HARRISON,CUMBERLAND,ME,12812.50,1969,1969,Acquisition
59 - XXX,SOUTH PORTLAND TENNIS COURTS,CITY OF SOUTH PORTLAND,CUMBERLAND,ME,9205.00,1969,1970,Development
63 - XXX,SEBAGO EXPANSION AND IMPROVEMENT,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,115004.28,1969,1971,Development
65 - XXX,SABATIS ISLAND ACQUISITION,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,35875.00,1969,1970,Acquisition
67 - XXX,WOLF NECK,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,223299.23,1969,1976,Acquisition
61 - XXX,RANGELEY TOWN PARK,TOWN OF RANGELEY,FRANKLIN,ME,12225.00,1969,1971,Development
70 - XXX,TACOMA LAKES BOAT FACILITIES,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,3177.50,1969,1971,Acquisition
52 - XXX,PEMAQUID ACQUISITION,DEPT. OF PARKS & RECREATION,LINCOLN,ME,9993.75,1969,1970,Acquisition
69 - XXX,FAIRMOUNT TERRACE,CITY OF BANGOR,PENOBSCOT,ME,30187.00,1969,1975,Development
71 - XXX,ORRINGTON BOAT ACCESS,DEPT. OF PARKS & RECREATION,PENOBSCOT,ME,4100.00,1969,1970,Acquisition
72 - XXX,GOULD'S LANDING BOAT ACCESS,TOWN OF ORONO,PENOBSCOT,ME,8470.60,1969,1970,Acquisition
74 - XXX,LILY BAY ISLANDS,DEPT. OF PARKS & RECREATION,PISCATAQUIS,ME,6662.50,1969,1970,Acquisition
58 - XXX,STATE COMPREHENSIVE OUTDR REC PL,DEPT. OF PARKS & RECREATION,PLANNING,ME,35000.00,1969,1972,Planning
66 - XXX,SWAN LAKE ACQUISITION,DEPT. OF PARKS & RECREATION,WALDO,ME,20243.75,1969,1970,Acquisition
68 - XXX,LAKE ST. GEORGE BOAT ACCESS,DEPT. OF PARKS & RECREATION,WALDO,ME,4862.50,1969,1971,Acquisition
64 - XXX,ROGUE BLUFF ACQUISITION,DEPT. OF PARKS & RECREATION,WASHINGTON,ME,125331.87,1969,1974,Acquisition
60 - XXX,DEAD DUCK INN,DEPT. OF PARKS & RECREATION,YORK,ME,20500.00,1969,1969,Acquisition
73 - XXX,FERRY BEACH STATE PARK,DEPT. OF PARKS & RECREATION,YORK,ME,203794.08,1969,1981,Combination
79 - XXX,LEWISTON POOLS,CITY OF LEWISTON,ANDROSCOGGIN,ME,26650.00,1970,1971,Development
82 - XXX,FISH RIVER ISLAND,DEPT. OF PARKS & RECREATION,AROOSTOOK,ME,2870.00,1970,1970,Acquisition
93 - XXX,HOULTON COMMUNITY PARK,TOWN OF HOULTON,AROOSTOOK,ME,33518.99,1970,1973,Combination
80 - XXX,FALMOUTH GAME COURTS,TOWN OF FALMOUTH,CUMBERLAND,ME,11275.00,1970,1971,Development
81 - XXX,SCARBOROUGH TENNIS COURTS,TOWN OF SCARBOROUGH,CUMBERLAND,ME,5278.70,1970,1970,Development
90 - XXX,MT. BLUE SANITARY STATION,DEPT. OF PARKS & RECREATION,FRANKLIN,ME,9741.49,1970,1971,Development
101 - XXX,VERONA ISLAND BOAT ACCESS,DEPT. OF PARKS & RECREATION,HANCOCK,ME,7000.00,1970,1971,Acquisition
104 - XXX,BRANCH LAKE,DEPT. OF PARKS & RECREATION,HANCOCK,ME,46539.48,1970,1973,Acquisition
87 - XXX,HALLOWELL PARK LANDING,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,37126.06,1970,1973,Development
88 - XXX,COBBOSSEE BOAT ACCESS,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,19750.00,1970,1970,Acquisition
91 - XXX,AUGUSTA BOAT ACCESS,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,6000.00,1970,1971,Acquisition
97 - XXX,MOUNT VERNON BOAT ACCESS,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,15916.92,1970,1972,Acquisition
98 - XXX,THREE MILE POND BOAT ACCESS,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,6250.00,1970,1971,Acquisition
103 - XXX,BELGRADE LAKES BOAT ACCESS,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,11625.00,1970,1971,Acquisition
92 - XXX,OWL'S HEAD RECREATION AREA,TOWN OF OWLS HEAD,KNOX,ME,669.37,1970,1971,Development
84 - XXX,DAMARISCOTTA LAKE,DEPT. OF PARKS & RECREATION,LINCOLN,ME,14738.09,1970,1971,Development
94 - XXX,BOOTHBAY HARBOR STATE REC. AREA,DEPT. OF PARKS & RECREATION,LINCOLN,ME,50000.00,1970,1971,Acquisition
96 - XXX,VICTORY FIELD RECREATION AREA,CITY OF OLD TOWN,LINCOLN,ME,14595.54,1970,1972,Development
99 - XXX,PEMAQUID BOAT ACCESS,DEPT. OF PARKS & RECREATION,LINCOLN,ME,23650.00,1970,1973,Acquisition
78 - XXX,ARGYLE BOAT FACILITY,DEPT. OF PARKS & RECREATION,PENOBSCOT,ME,1845.00,1970,1970,Acquisition
86 - XXX,FLING STREET PARK,CITY OF BREWER,PENOBSCOT,ME,19334.72,1970,1971,Combination
77 - XXX,LILY BAY SANITARY STATION,DEPT. OF PARKS & RECREATION,PISCATAQUIS,ME,6966.19,1970,1971,Development
85 - XXX,BATH REC. AREA,CITY OF BATH,SAGADAHOC,ME,5919.37,1970,1970,Acquisition
75 - XXX,HARMONY RECREATION AREA,TOWN OF HARMONY,SOMERSET,ME,10144.06,1970,1974,Combination
100 - XXX,WOOD POND BOAT ACCESS,DEPT. OF PARKS & RECREATION,SOMERSET,ME,12350.00,1970,1971,Acquisition
76 - XXX,CAMDEN HILLS SANITARY STATION,DEPT. OF PARKS & RECREATION,WALDO,ME,9534.75,1970,1971,Development
83 - XXX,ROBBINSTON BOAT ACCESS,DEPT. OF PARKS & RECREATION,WASHINGTON,ME,10147.50,1970,1970,Acquisition
95 - XXX,HAYCOCK HARBOR,DEPT. OF PARKS & RECREATION,WASHINGTON,ME,146101.52,1970,1973,Acquisition
89 - XXX,BIDDEFORD-ROTARY PARK,CITY OF BIDDEFORD,YORK,ME,60000.00,1970,1975,Development
115 - XXX,KENNEDY PARK POOL,CITY OF LEWISTON,ANDROSCOGGIN,ME,49783.00,1971,1971,Development
136 - XXX,BEAVER PARK,STATE OF MAINE,ANDROSCOGGIN,ME,49589.70,1971,1972,Acquisition
106 - XXX,EAGLE LAKE BOAT ACCESS,DEPT. OF PARKS & RECREATION,AROOSTOOK,ME,3050.00,1971,1971,Acquisition
108 - XXX,BUTTERMILK COVE BOAT FACILITY,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,2500.00,1971,1971,Acquisition
116 - XXX,ROYAL RIVER RECREATION AREA,TOWN OF YARMOUTH,CUMBERLAND,ME,8500.00,1971,1971,Acquisition
117 - XXX,SCARBORA RIVER REC. AREA,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,46557.53,1971,1971,Acquisition
135 - XXX,SCARBORO BEACH,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,74391.07,1971,1976,Acquisition
137 - XXX,ANDREWS BEACH,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,22098.49,1971,1976,Acquisition
102 - XXX,POND@S END BOAT ACCESS,DEPT. OF PARKS & RECREATION,HANCOCK,ME,12500.00,1971,1971,Acquisition
114 - XXX,VERONA ISLAND BOAT FACILITY,DEPT. OF PARKS & RECREATION,HANCOCK,ME,8623.85,1971,1971,Development
123 - XXX,LAMOINE BEACH,DEPT. OF PARKS & RECREATION,HANCOCK,ME,35040.89,1971,1971,Acquisition
129 - XXX,TODDY POND BOAT ACCESS,DEPT. OF PARKS & RECREATION,HANCOCK,ME,8400.00,1971,1971,Acquisition
107 - XXX,TYLER POND ACQUISITION,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,36087.42,1971,1974,Acquisition
113 - XXX,MT. VERNON BOAT FACILITY,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,8977.04,1971,1973,Development
120 - XXX,COBBOSSEE BOAT FACILITY,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,18756.41,1971,1972,Development
121 - XXX,GREAT POND BOAT FACILITY,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,12527.78,1971,1972,Development
124 - XXX,WOODBURY POND,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,22232.24,1971,1972,Acquisition
141 - XXX,LONG POND MT. VERNON,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,36635.28,1971,1972,Acquisition
142 - XXX,BLUEBERRY HILL,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,16848.59,1971,1972,Acquisition
143 - XXX,AUGUSTA BOAT FACILITY,CITY OF AUGUSTA,KENNEBEC,ME,22000.75,1971,1973,Development
112 - XXX,CLOUGH POINT CONSERVATION AREA,TOWN OF WESTPORT,LINCOLN,ME,27000.00,1971,1971,Acquisition
128 - XXX,MOOSE POND BOAT ACCESS,DEPT. OF PARKS & RECREATION,OXFORD,ME,12910.45,1971,1971,Acquisition
133 - XXX,DENMARK PUBLIC BEACH,TOWN OF DENMARK,OXFORD,ME,1250.00,1971,1972,Development
111 - XXX,PUSHAW LAKE BOAT FACILITY,TOWN OF ORONO,PENOBSCOT,ME,19715.11,1971,1972,Development
118 - XXX,ORRINGTON BOAT FACILITY,DEPT. OF PARKS & RECREATION,PENOBSCOT,ME,6597.17,1971,1971,Development
131 - XXX,SHIN PONDS BOAT ACCESS,DEPT. OF PARKS & RECREATION,PENOBSCOT,ME,7026.31,1971,1972,Acquisition
125 - XXX,MERRYMEETING BAY,DEPT. OF PARKS & RECREATION,SAGADAHOC,ME,54954.71,1971,1972,Acquisition
130 - XXX,DUCKTRAP BOAT ACCESS,DEPT. OF PARKS & RECREATION,WALDO,ME,11045.13,1971,1971,Acquisition
140 - XXX,FORT POINT,DEPT. OF PARKS & RECREATION,WALDO,ME,36625.05,1971,1976,Development
122 - XXX,GLEASON POINT,DEPT. OF PARKS & RECREATION,WASHINGTON,ME,45964.88,1971,1972,Acquisition
134 - XXX,PLEASANT RIVER LAKE,DEPT. OF PARKS & RECREATION,WASHINGTON,ME,144242.97,1971,1976,Acquisition
119 - XXX,MEETINGHOUSE EDDY BOAT FACILITY,DEPT. OF PARKS & RECREATION,YORK,ME,12866.25,1971,1972,Development
138 - XXX,PISCATAQUA RIVER BOAT FACILITY,DEPT. OF PARKS & RECREATION,YORK,ME,35541.39,1971,1972,Development
158 - XXX,GREENVILLE RECREATION,TOWN OF GREENVILLE,ANDROSCOGGIN,ME,5500.00,1972,1973,Development
164 - XXX,HAYNESVILLE GAME COURT,TOWN OF HAYNESVILLE,AROOSTOOK,ME,3200.00,1972,1973,Development
165 - XXX,MANTLE LAKE PARK TENNIS COURT,CITY OF PRESQUE ISLE,AROOSTOOK,ME,5100.00,1972,1973,Development
167 - XXX,FRASER RECREATION AREA,TOWN OF MADAWASKA,AROOSTOOK,ME,26254.26,1972,1975,Development
148 - XXX,CLARK COVE,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,42600.66,1972,1973,Acquisition
157 - XXX,JEWELL & LITTLE CHEBEAGUE IS.,DEPT. OF PARKS & RECREATION,CUMBERLAND,ME,178016.30,1972,1973,Acquisition
160 - XXX,FALMOUTH TENNIS COURTS - LIGHTING,TOWN OF FALMOUTH,CUMBERLAND,ME,1462.85,1972,1972,Development
163 - XXX,FALMOUTH SKATING RINK,TOWN OF FALMOUTH,CUMBERLAND,ME,5844.41,1972,1973,Development
156 - XXX,LAMOINE BEACH PARK,LAMOINE PARK COMM.,HANCOCK,ME,10529.69,1972,1974,Development
147 - XXX,NORTH STREET PARK,CITY OF AUGUSTA,KENNEBEC,ME,3000.00,1972,1973,Development
153 - XXX,SPECTACLE POND,DEPT. OF PARKS & RECREATION,KENNEBEC,ME,33090.59,1972,1972,Acquisition
151 - XXX,CARVERS ISLAND,DEPT. OF PARKS & RECREATION,KNOX,ME,9000.00,1972,1972,Acquisition
155 - XXX,AYER PARK,UNION PARK COMM.,KNOX,ME,9578.22,1972,1975,Development
161 - XXX,OWL@S HEAD BEACH,DEPT. OF PARKS & RECREATION,KNOX,ME,30062.00,1972,1973,Acquisition
168 - XXX,FORT ISLAND,DEPT. OF PARKS & RECREATION,LINCOLN,ME,47537.44,1972,1973,Acquisition
144 - XXX,LAKE CHRISTOPHER BOAT ACCESS,DEPT. OF PARKS & RECREATION,OXFORD,ME,5000.00,1972,1972,Acquisition
145 - XXX,LAKE SEBASTICOOK BOAT ACCESS,DEPT. OF PARKS & RECREATION,PENOBSCOT,ME,6000.00,1972,1972,Acquisition
152 - XXX,PENJAJAWOCK PARK,CITY OF BANGOR,PENOBSCOT,ME,24371.42,1972,1974,Development
169 - XXX,QUANTABACOOK BOAT ACCESS,DEPT. OF PARKS & RECREATION,WALDO,ME,1100.00,1972,1973,Acquisition
154 - XXX,ST. CROIX RIVER BOAT FACILITY,DEPT. OF PARKS & RECREATION,WASHINGTON,ME,24261.00,1972,1975,Development
159 - XXX,LUBEC BOAT FACILITY,DEPT. OF PARKS & RECREATION,WASHINGTON,ME,4294.40,1972,1972,Development
146 - XXX,WIGGIN POND PARK,KENNEBUNK CONSERVATION COMM.,YORK,ME,8000.00,1972,1972,Acquisition
166 - XXX,LITTLE OSSIPPEE RIVER,DEPT. OF PARKS & RECREATION,YORK,ME,239459.66,1972,1973,Acquisition
185 - XXX,SANNYSIDE PARK,CITY OF LEWISTON,ANDROSCOGGIN,ME,69431.02,1973,1974,Combination
176 - XXX,COMMUNITY PK BASKETBALL COURT,CITY OF PRESQUE ISLE,AROOSTOOK,ME,1500.00,1973,1973,Development
183 - XXX,EASTON GAME COURTS,TOWN OF EASTON,AROOSTOOK,ME,9449.91,1973,1975,Development
186 - XXX,FORT FAIRFIELD GAME COURTS,TOWN OF FORT FAIRFIELD,AROOSTOOK,ME,11385.39,1973,1974,Development
190 - XXX,MARS HILL SWIMMING POOL,TOWN OF MARS HILL,AROOSTOOK,ME,57180.57,1973,1977,Development
192 - XXX,LIMESTONE RECREATION AREA,TOWN OF LIMESTONE,AROOSTOOK,ME,16583.81,1973,1975,Development
193 - XXX,EAGLE LAKE REC. AREA,TOWN OF EAGLE LAKE,AROOSTOOK,ME,12918.94,1973,1974,Development
195 - XXX,D/SHARP PROPERTY ACQ.,TOWN OF LINNEUS,AROOSTOOK,ME,6064.27,1973,1974,Acquisition
198 - XXX,CARIBOU TENNIS COURTS,CITY OF CARIBOU,AROOSTOOK,ME,9512.79,1973,1975,Development
170 - XXX,CRYSTAL LAKE PARK,TOWN OF HARRISON,CUMBERLAND,ME,16533.73,1973,1974,Development
172 - XXX,GORHAM TENNIS COURTS,TOWN OF GORHAM,CUMBERLAND,ME,18000.00,1973,1974,Development
175 - XXX,CAPE ELIZABETH TENNIS COURTS,TOWN OF CAPE ELIZABETH,CUMBERLAND,ME,16049.34,1973,1974,Development
201 - XXX,BRUNSWICK TENNIS COURTS,TOWN OF BRUNSWICK,CUMBERLAND,ME,12350.33,1973,1974,Development
212 - XXX,GRAY TENNIS COURTS,TOWN OF GRAY,CUMBERLAND,ME,15550.60,1973,1974,Combination
197 - XXX,CAMDEN TENNIS COURTS,TOWN OF CAMDEN,KNOX,ME,9500.00,1973,1974,Development
202 - XXX,SNOWBOWL SNOWMAKING EQUIPMENT,TOWN OF CAMDEN,KNOX,ME,60000.00,1973,1974,Development
209 - XXX,ROCKPORT MARINE PARK,TOWN OF ROCKPORT,KNOX,ME,99855.02,1973,1974,Development
187 - XXX,WALDOBORO TENNIS COURTS,TOWN OF WALDOBORO,LINCOLN,ME,8000.00,1973,1974,Development
188 - XXX,NONESUCH RIVER BOAT,STATE OF MAINE,LINCOLN,ME,3487.40,1973,1974,Development
177 - XXX,HIRAM TENNIS COURTS,MSAD #55,OXFORD,ME,9232.76,1973,1974,Development
178 - XXX,PENNESSEEWASSEE LAKE ACQ.,DEPT. OF PARKS & RECREATION,OXFORD,ME,57199.55,1973,1974,Acquisition
206 - XXX,DIXFIELD PARK,TOWN OF DIXFIELD,OXFORD,ME,10250.00,1973,1974,Acquisition
174 - XXX,ORONO TENNIS COURTS,TOWN OF ORONO,PENOBSCOT,ME,8000.00,1973,1975,Development
180 - XXX,PATTEN GAME COURTS,TOWN OF PATTEN,PENOBSCOT,ME,5497.39,1973,1974,Development
181 - XXX,EAST CORINTH RECREATION AREA,TOWN OF CORINTH,PENOBSCOT,ME,24000.00,1973,1976,Development
182 - XXX,BRADFORD REC. AREA,TOWN OF BRADFORD,PENOBSCOT,ME,4109.69,1973,1975,Development
196 - XXX,VEAZIE RECREATION,TOWN OF VEAZIE,PENOBSCOT,ME,3941.50,1973,1974,Development
205 - XXX,MILLINOCKET SCHOOL PARK,TOWN OF MILLINOCKET,PENOBSCOT,ME,122000.00,1973,1975,Development
208 - XXX,ORRINGTON RECREATION AREA,TOWN OF ORRINGTON,PENOBSCOT,ME,2600.00,1973,1975,Development
191 - XXX,GUILFORD TENNIS COURTS,TOWN OF GUILFORD,PISCATAQUIS,ME,9717.89,1973,1974,Development
179 - XXX,STATEWIDE BOAT ACCESS SURVEY,DEPT. OF PARKS & RECREATION,PLANNING,ME,1591.24,1973,1975,Planning
203 - XXX,FIVE ISLANDS CONSERVATION AREA,TOWN OF GEORGETOWN,SAGADAHOC,ME,20587.50,1973,1974,Acquisition
207 - XXX,BINGHAM RECREATION AREA,TOWN OF BINGHAM,SOMERSET,ME,14862.78,1973,1975,Development
184 - XXX,BELFAST SWIMMING POOL,CITY OF BELFAST,WALDO,ME,72140.05,1973,1974,Development
171 - XXX,NARRAGUAGUS RIVER BOAT FACILITY,STATE OF MAINE,WASHINGTON,ME,20529.56,1973,1974,Development
173 - XXX,CALAIS TOT LOTS,CITY OF CALAIS,WASHINGTON,ME,2000.00,1973,1974,Development
189 - XXX,"NO. BERWICK BALLFIELD, PARK & PLAYGR",TOWN OF NORTH BERWICK,YORK,ME,6915.13,1973,1978,Development
194 - XXX,AGAMENTICUS ROAD REC. AREA,OGUNQUIT VILLAGE CORP.,YORK,ME,22968.00,1973,1975,Development
200 - XXX,SACO MEMORIAL FIELD,CITY OF SACO,YORK,ME,11000.00,1973,1974,Development
210 - XXX,ELIOT TENNIS COURTS,TOWN OF ELIOT,YORK,ME,8600.00,1973,1975,Development
211 - XXX,SANFORD TENNIS COURTS,TOWN OF SANFORD,YORK,ME,14100.00,1973,1974,Development
227 - XXX,BEAVER PARK REC. AREA,TOWN OF LISBON,ANDROSCOGGIN,ME,13956.24,1974,1978,Development
217 - XXX,HOULTON COMMUNITY PARK,TOWN OF HOULTON,AROOSTOOK,ME,4702.48,1974,1975,Development
218 - XXX,HODGDON GAME COURTS,TOWN OF HODGDON,AROOSTOOK,ME,6028.44,1974,1975,Development
235 - XXX,PORTAGE RECREATION AREA,CITY OF OCEAN CITY,AROOSTOOK,ME,1950.00,1974,1976,Acquisition
242 - XXX,FORT KENT RECREATION AREA,TOWN OF FORT KENT,AROOSTOOK,ME,5750.00,1974,1976,Acquisition
239 - XXX,YARMOUTH LEISURE TIME PARK,TOWN OF YARMOUTH,CUMBERLAND,ME,11792.74,1974,1976,Development
240 - XXX,CRESCENT BEACH EXPANSION,TOWN OF CAPE ELIZABETH,CUMBERLAND,ME,34623.47,1974,1976,Development
241 - XXX,RIVERSIDE PARK,CITY OF PRESQUE ISLE,CUMBERLAND,ME,55000.00,1974,1977,Development
245 - XXX,FORT WILLIAMS TENNIS COURTS,TOWN OF CAPE ELIZABETH,CUMBERLAND,ME,8392.06,1974,1976,Development
250 - XXX,STANDISH RECREATION,TOWN OF STANDISH,CUMBERLAND,ME,18549.52,1974,1976,Development
253 - XXX,YARMOUTH TENNIS COURTS,TOWN OF YARMOUTH,CUMBERLAND,ME,25398.41,1974,1976,Development
255 - XXX,RIVERSIDE LAND ACQ.,CITY OF PORTLAND,CUMBERLAND,ME,45000.00,1974,1976,Acquisition
216 - XXX,EGYPT POND BOAT ACCESS,DEPT. OF PARKS & RECREATION,FRANKLIN,ME,3400.00,1974,1974,Acquisition
220 - XXX,WILTON RECREATION AREA,TOWN OF WILTON,FRANKLIN,ME,7200.00,1974,1975,Acquisition
254 - XXX,NORTH FRANKLIN PARK SKATING RINK,TOWN OF PHILLIPS,FRANKLIN,ME,2199.64,1974,1976,Development
219 - XXX,BUCKSPORT TENNIS COURTS,TOWN OF BUCKSPORT,HANCOCK,ME,8000.00,1974,1975,Development
248 - XXX,HOLT'S MILL POND NATURAL AREA,TOWN OF STONINGTON,HANCOCK,ME,17000.00,1974,1980,Acquisition
225 - XXX,ST. GEORGE ACQUISITION,TOWN OF ST. GEORGE,KNOX,ME,5250.00,1974,1975,Acquisition
231 - XXX,BUTTERFIELD-NELSON PARK,TOWN OF WASHINGTON,KNOX,ME,9250.00,1974,1976,Acquisition
251 - XXX,WASHINGTON POND BOAT ACCESS,STATE OF MAINE,KNOX,ME,2750.00,1974,1976,Acquisition
204 - XXX,MURRAY HILL BOAT FACILITY,TOWN OF BOOTHBAY,LINCOLN,ME,4500.00,1974,1974,Development
