Grant ID & Element,Grant Name,Sponsor,County,State,Grant Amount,Year Approved,Year Completed,Type
21 - XXX,FOREST PARK (FROUGE PROPERTY),CITY OF BRIDGEPORT,FAIRFIELD,CT,"$401,600.00 ",1967,1967,Acquisition
24 - XXX,MURPHY'S SWAMP,TOWN OF REDDING,FAIRFIELD,CT,"$6,275.00 ",1967,1969,Acquisition
28 - XXX,PAUGUSSETT STATE FOREST,DIV. OF PARKS & FORESTS,FAIRFIELD,CT,"$2,700.00 ",1967,1969,Acquisition
31 - XXX,GURSKI FARM,TOWN OF BROOKFIELD,FAIRFIELD,CT,"$61,295.00 ",1967,1972,Acquisition
34 - XXX,PICKETT PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,FAIRFIELD,CT,"$10,000.00 ",1967,1968,Acquisition
29 - XXX,TUNXIS STATE FOREST,DIV. OF PARKS & FORESTS,HARTFORD,CT,"$35,000.00 ",1967,1968,Acquisition
37 - XXX,KATHERINE PLOSZAJ PROPERTY,TOWN OF ROCKY HILL,HARTFORD,CT,"$18,000.00 ",1967,1969,Acquisition
26 - XXX,HALL MEADOW STATE PARK,DEPT. OF AGRICULTURE & NATURAL RESOU,LITCHFIELD,CT,"$21,498.15 ",1967,1969,Development
17 - XXX,MOODUS AND BASHAN LAKES,BD. OF FISHERIES & GAME,MIDDLESEX,CT,"$30,120.00 ",1967,1969,Acquisition
25 - XXX,OSBORNDALE STATE PARK,DIV. OF PARKS & FORESTS,NEW HAVEN,CT,"$12,387.38 ",1967,1968,Development
23 - XXX,NEHANTIC STATE FOREST,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$39,658.00 ",1967,1968,Acquisition
32 - XXX,BAILEY PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$3,000.00 ",1967,1968,Acquisition
35 - XXX,ROVENCHUCK PROPERTY,TOWN OF SALEM,NEW LONDON,CT,"$30,000.00 ",1967,1968,Acquisition
36 - XXX,NOTT ISLAND,BD. OF FISHERIES & GAME,NEW LONDON,CT,"$30,712.50 ",1967,1968,Acquisition
39 - XXX,BALTIC RESERVOIR PARK,TOWN OF SPRAGUE,NEW LONDON,CT,"$51,250.00 ",1967,1968,Acquisition
19 - XXX,STATE OUTDOOR RECREATION PLAN,DEPT. OF AGRICULTURE & NATURAL RESOU,PLANNING,CT,"$13,796.63 ",1967,1971,Planning
27 - XXX,EAGLEVILLE LAKE,BD. OF FISHERIES & GAME,TOLLAND,CT,"$7,028.00 ",1967,1967,Acquisition
30 - XXX,PASCOE PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,TOLLAND,CT,"$4,350.00 ",1967,1968,Acquisition
38 - XXX,MANSFIELD TRAINING SCHOOL POND,DEPT. OF AGRICULTURE & NATURAL RESOU,TOLLAND,CT,"$2,148.90 ",1967,1969,Development
40 - XXX,NATURE CONSERVANCY PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,FAIRFIELD,CT,"$145,580.00 ",1968,1969,Acquisition
44 - XXX,BOULTON PROPERTY (FLORIDA REFUGE),TOWN OF RIDGEFIELD,FAIRFIELD,CT,"$12,500.00 ",1968,1968,Acquisition
48 - XXX,GLASGO POND,BD. OF FISHERIES & GAME,FAIRFIELD,CT,"$2,000.00 ",1968,1970,Acquisition
58 - XXX,LANIER PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,FAIRFIELD,CT,"$294,200.00 ",1968,1969,Acquisition
66 - XXX,SHERWOOD ISLAND STATE PARK,DEPT. OF AGRICULTURE & NATURAL RESOU,FAIRFIELD,CT,"$20,775.00 ",1968,1971,Acquisition
43 - XXX,TALCOTT MOUNTAIN STATE PARK,DEPT. OF AGRICULTURE & NATURAL RESOU,HARTFORD,CT,"$64,000.00 ",1968,1969,Acquisition
47 - XXX,DURHAM MEADOWS (PARMELEE PROPERTY),TOWN OF DURHAM,MIDDLESEX,CT,"$201,214.50 ",1968,1969,Acquisition
49 - XXX,LOWER CONNECTICUT RIVER,DEPT. OF AGRICULTURE & NATURAL RESOU,MIDDLESEX,CT,"$426,622.91 ",1968,1969,Acquisition
53 - XXX,COCKAPONSET STATE FOREST,DEPT. OF AGRICULTURE & NATURAL RESOU,MIDDLESEX,CT,"$8,750.00 ",1968,1969,Acquisition
51 - XXX,FACHAUG STATE FOREST,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$11,000.00 ",1968,1969,Acquisition
55 - XXX,MICHL PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$5,928.75 ",1968,1969,Acquisition
59 - XXX,HOPEVILLE POND STATE PARK,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$5,750.00 ",1968,1969,Acquisition
60 - XXX,COLLA PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$6,500.00 ",1968,1969,Acquisition
62 - XXX,TRUEMAN PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,TOLLAND,CT,"$26,750.00 ",1968,1969,Acquisition
65 - XXX,FREJA PARK BOAT ACCESS,BD. OF FISHERIES & GAME,TOLLAND,CT,$750.00 ,1968,1969,Acquisition
22 - XXX,FISH HATCHERY,BD. OF FISHERIES & GAME,WINDHAM,CT,"$1,207,499.04 ",1968,1972,Development
42 - XXX,NATCHAUG STATE FOREST,DIV. OF PARKS & FORESTS,WINDHAM,CT,"$20,000.00 ",1968,1969,Acquisition
67 - XXX,PINE CREEK RECREATION ADDITION,TOWN OF FAIRFIELD,FAIRFIELD,CT,"$133,250.00 ",1969,1971,Acquisition
68 - XXX,MULLIKEN TRACT,DIV. OF PARKS & FORESTS,FAIRFIELD,CT,"$541,290.00 ",1969,1969,Acquisition
74 - XXX,COCKENOE ISLAND,TOWN OF WESTPORT,FAIRFIELD,CT,"$100,000.00 ",1969,1970,Acquisition
79 - XXX,JOHN DAYTON PROPERTY (DEVIL'S DEN),TOWN OF REDDING,FAIRFIELD,CT,"$39,132.75 ",1969,1970,Acquisition
73 - XXX,BRADY PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,HARTFORD,CT,$800.00 ,1969,1970,Acquisition
77 - XXX,RAGGED MOUNTAIN ADDITION,TOWN OF BERLIN,HARTFORD,CT,"$126,712.50 ",1969,1971,Acquisition
72 - XXX,LEADMINE BROOK AREA,TOWN OF HARWINTON,LITCHFIELD,CT,"$6,125.00 ",1969,1970,Acquisition
63 - XXX,OLSEN PROPERTY,TOWN OF PORTLAND,MIDDLESEX,CT,"$5,000.00 ",1969,1970,Acquisition
64 - XXX,DINOSAUR STATE PARK,DEPT. OF AGRICULTURE & NATURAL RESOU,MULTI-COUNTY,CT,"$9,750.00 ",1969,1971,Acquisition
76 - XXX,TOOMEY PROPERTY ACQUISITION,DEPT. OF AGRICULTURE & NATURAL RESOU,TOLLAND,CT,"$1,250.00 ",1969,1970,Acquisition
69 - XXX,QUINEBAUG RIVER STATE FISH HATCHERY,BD. OF FISHERIES & GAME,WINDHAM,CT,"$71,350.00 ",1969,1969,Acquisition
70 - XXX,FRED CLARK PROPERTY,DIV. OF PARKS & FORESTS,WINDHAM,CT,"$3,000.00 ",1969,1970,Acquisition
75 - XXX,GRANT PROPERTY ACQUISITION,DEPT. OF AGRICULTURE & NATURAL RESOU,WINDHAM,CT,"$12,325.00 ",1969,1971,Acquisition
86 - XXX,WEISS-HERMAN TRACT (SMITH-RICHARDSON),TOWN OF FAIRFIELD,FAIRFIELD,CT,"$101,000.00 ",1970,1971,Acquisition
94 - XXX,ACQ. OF THE ODLUM PROPERTY,DIV. OF PARKS & FORESTS,HARTFORD,CT,"$3,750.00 ",1970,1971,Acquisition
89 - XXX,RUBENWOLF PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,LITCHFIELD,CT,"$8,500.00 ",1970,1972,Acquisition
91 - XXX,ACQ. OF THE GILLMAN PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,LITCHFIELD,CT,"$7,600.00 ",1970,1971,Acquisition
93 - XXX,ACQ. OF THE WEST PROPERTY,BD. OF FISHERIES & GAME,MIDDLESEX,CT,$600.00 ,1970,1971,Acquisition
85 - XXX,ACQ. OF THE PATTERSON PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$5,000.00 ",1970,1970,Acquisition
95 - XXX,ACQ. OF THE MAIN PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,NEW LONDON,CT,"$131,127.50 ",1970,1971,Acquisition
96 - XXX,ACQ. OF HALEY FARM,DIV. OF PARKS & FORESTS,NEW LONDON,CT,"$148,500.00 ",1970,1971,Acquisition
84 - XXX,HOULE PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,TOLLAND,CT,"$8,250.00 ",1970,1970,Acquisition
98 - XXX,STAFFORD FISH & GAME CLUB PROPER,DIV. OF PARKS & FORESTS,TOLLAND,CT,"$11,625.00 ",1970,1971,Acquisition
99 - XXX,BARROWS ESTATE,TOWN OF MANSFIELD,TOLLAND,CT,"$12,000.00 ",1970,1971,Acquisition
81 - XXX,OLDS PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,WINDHAM,CT,"$20,700.00 ",1970,1970,Acquisition
82 - XXX,DION & ELLIOTT PROPERTIES,DEPT. OF AGRICULTURE & NATURAL RESOU,WINDHAM,CT,"$14,675.00 ",1970,1970,Acquisition
83 - XXX,OLSON & LANSINER PROPERTIES,DEPT. OF AGRICULTURE & NATURAL RESOU,WINDHAM,CT,"$6,375.00 ",1970,1970,Acquisition
97 - XXX,MCQUADE PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,WINDHAM,CT,"$183,125.00 ",1970,1971,Acquisition
103 - XXX,ACQUISITION OF THE BAILEY PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,LITCHFIELD,CT,"$7,500.00 ",1971,1972,Acquisition
100 - XXX,ACQUISITION OF THE INGHAM PROPERTY,DEPT. OF AGRICULTURE & NATURAL RESOU,MIDDLESEX,CT,"$4,450.00 ",1971,1972,Acquisition
102 - XXX,ACQUISITION OF THE SHEFFIELD PROPERT,DEPT. OF AGRICULTURE & NATURAL RESOU,MIDDLESEX,CT,"$18,800.00 ",1971,1972,Acquisition
105 - XXX,JAMES E. DIBBLE ESTATE (TOWN PARK),TOWN OF OLD SAYBROOK,MIDDLESEX,CT,"$25,000.00 ",1971,1971,Acquisition
106 - XXX,ACQ OF THE MONTSTREAM PROPERTY,DEPT. OF ENVIRONMENTAL PROTECTION,MIDDLESEX,CT,"$3,375.00 ",1971,1972,Acquisition
116 - XXX,TANGLEWOOD PROPERTY,TOWN OF WETHERSFIELD,FAIRFIELD,CT,"$20,375.00 ",1972,1974,Acquisition
117 - XXX,JENNINGS BEACH,TOWN OF FAIRFIELD,FAIRFIELD,CT,"$86,250.00 ",1972,1973,Acquisition
120 - XXX,LEVINE TRACT (FINCH ESTATE),CITY OF STAMFORD,FAIRFIELD,CT,"$138,000.00 ",1972,1974,Acquisition
121 - XXX,"CASCADES ""A"", ""B"", AND ""C""",TOWN OF FAIRFIELD,FAIRFIELD,CT,"$55,640.00 ",1972,1974,Acquisition
122 - XXX,CUGENE PROPERTY (Ridgebury Slope),TOWN OF RIDGEFIELD,FAIRFIELD,CT,"$15,000.00 ",1972,1974,Acquisition
115 - XXX,RAGGED MOUNTAIN ADDITION (NORTON TRACTS),TOWN OF BERLIN,HARTFORD,CT,"$41,650.00 ",1972,1973,Acquisition
114 - XXX,FREDERICK'S PROPERTY,CITY OF MERIDEN,NEW HAVEN,CT,"$28,000.00 ",1972,1974,Acquisition
119 - XXX,BERTINI PARK,TOWN OF WALLINGFORD,NEW HAVEN,CT,"$73,500.00 ",1972,1974,Acquisition
107 - XXX,ZACHAE & LEBUIS PROPERTY,DEPT. OF ENVIRONMENTAL PROTECTION,NEW LONDON,CT,"$11,175.00 ",1972,1972,Acquisition
110 - XXX,SCORP UPDATE - CONNECTICUT,DEPT. OF ENVIRONMENTAL PROTECTION,PLANNING,CT,"$22,735.79 ",1972,1975,Planning
124 - XXX,HAYES PROPERTY (Florida Refuge),TOWN OF RIDGEFIELD,FAIRFIELD,CT,"$18,000.00 ",1973,1974,Acquisition
137 - XXX,GROUND PINE AND JACKSON ESTATES,TOWN OF REDDING,FAIRFIELD,CT,"$172,662.50 ",1973,1974,Acquisition
123 - XXX,EAST HARTFORD GOLF COURSE,TOWN OF EAST HARTFORD,HARTFORD,CT,"$646,190.16 ",1973,1974,Acquisition
125 - XXX,FARMINGTON'S FLOOD ZONE OPEN SPACE,TOWN OF FARMINGTON,HARTFORD,CT,"$405,095.75 ",1973,1977,Acquisition
126 - XXX,HOPPERS AREA (BIRGES POND),CITY OF BRISTOL,HARTFORD,CT,"$500,000.00 ",1973,1974,Acquisition
129 - XXX,RAGGED MOUNTAIN MEMORIAL PRESERVE,TOWN OF BERLIN,HARTFORD,CT,"$28,841.75 ",1973,1974,Acquisition
127 - XXX,MULHERIN ADDITION TO MT. TOM ST PK,DEPT. OF ENVIRONMENTAL PROTECTION,LITCHFIELD,CT,"$11,950.00 ",1973,1974,Acquisition
130 - XXX,WARNER PROPERTY,TOWN OF ESSEX,MIDDLESEX,CT,"$50,000.00 ",1973,1974,Acquisition
131 - XXX,ACQ. OF DUCK ISLAND,DEPT. OF ENVIRONMENTAL PROTECTION,MIDDLESEX,CT,"$13,000.00 ",1973,1974,Acquisition
139 - XXX,BODEN ADDITION TO MILLER'S S.P.**,DEPT. OF ENVIRONMENTAL PROTECTION,MIDDLESEX,CT,$0.12 ,1973,1974,Acquisition
128 - XXX,NEW HAVEN WATER COMPANY PROPERTY,TOWN OF NORTH BRANFORD,NEW HAVEN,CT,"$71,865.00 ",1973,1974,Acquisition
132 - XXX,BISHOP ESTATE WEST,WOODBRIDGE CONSERVATION COMM,NEW HAVEN,CT,"$76,250.00 ",1973,1974,Acquisition
133 - XXX,CANAL PARK,TOWN OF CHESHIRE,NEW HAVEN,CT,"$25,340.00 ",1973,1974,Acquisition
134 - XXX,UNCLE DAVE'S -GUILFORD,TOWN OF GUILFORD,NEW HAVEN,CT,"$66,000.00 ",1973,1974,Acquisition
136 - XXX,PAWSON PARK TIDAL MARSH,DEPT. OF ENVIRONMENTAL PROTECTION,NEW HAVEN,CT,"$4,000.00 ",1973,1974,Acquisition
138 - XXX,EISENHOWER PARK,CITY OF MILFORD,NEW HAVEN,CT,"$149,916.53 ",1973,1974,Development
141 - XXX,BLONDER TRACK (COL. LEDYARD PARK),TOWN OF LEDYARD,NEW LONDON,CT,"$32,500.00 ",1973,1974,Acquisition
142 - XXX,HOLL PROPERTY (INDIAN NOTCH PARK),TOWN OF BOLTON,TOLLAND,CT,"$60,000.00 ",1973,1975,Acquisition
151 - XXX,BRETT WOODS,TOWN OF FAIRFIELD,FAIRFIELD,CT,"$339,625.00 ",1974,1978,Acquisition
143 - XXX,GARDNER ADDITION,STATE OF CONNECTICUT,HARTFORD,CT,"$339,000.00 ",1974,1976,Acquisition
154 - XXX,SALMON BROOK PARK,TOWN OF GRANBY,HARTFORD,CT,"$15,000.00 ",1974,1976,Acquisition
146 - XXX,QUINNIPIOC STATE PARK,DEPT. OF ENVIRONMENTAL PROTECTION,NEW HAVEN,CT,"$814,427.43 ",1974,1977,Acquisition
152 - XXX,SINOWAY PROPERTY,TOWN OF NORTH HAVEN,NEW HAVEN,CT,"$25,000.00 ",1974,1976,Acquisition
153 - XXX,LAUREL-LIME RIDGE PROPERTY,TOWN OF SEYMOUR,NEW HAVEN,CT,"$60,000.00 ",1974,1977,Acquisition
158 - XXX,CRESTBROOK PARK,TOWN OF WOLCOTT,NEW HAVEN,CT,"$243,000.00 ",1974,1976,Acquisition
140 - XXX,BLUFF POINT,DEPT. OF ENVIRONMENTAL PROTECTION,NEW LONDON,CT,"$2,596,327.00 ",1974,1977,Acquisition
149 - XXX,POINT BREEZE BOAT LAUNCH,DEPT. OF ENVIRONMENTAL PROTECTION,NEW LONDON,CT,"$42,500.00 ",1974,1976,Acquisition
148 - XXX,SETTLING BASIN - QUINEBAUG HATCHERY,DEPT. OF ENVIRONMENTAL PROTECTION,WINDHAM,CT,"$105,067.10 ",1974,1979,Redevelopment
159 - XXX,ROSS MARSH WILDLIFE MGMT AREA,DEPT. OF ENVIRONMENTAL PROTECTION,WINDHAM,CT,"$2,761.55 ",1974,1976,Acquisition
162 - XXX,NICHOLS PARK,TOWN OF TRUMBULL,FAIRFIELD,CT,"$99,250.00 ",1975,1976,Acquisition
180 - XXX,TASHUA RECREATION AREA,TOWN OF TRUMBULL,FAIRFIELD,CT,"$224,547.17 ",1975,1978,Development
183 - XXX,BURYING HILL BEACH,TOWN OF WESTPORT,FAIRFIELD,CT,"$57,500.00 ",1975,1977,Acquisition
192 - XXX,PAINE PROPERTY,TOWN OF EASTON,FAIRFIELD,CT,"$217,500.00 ",1975,1977,Acquisition
173 - XXX,THE HOLLOWAY PROPERTY,DEPT. OF ENVIRONMENTAL PROTECTION,HARTFORD,CT,"$64,867.42 ",1975,1976,Acquisition
175 - XXX,"NORTHWEST PARK, PHASE II",TOWN OF WINDSOR,HARTFORD,CT,"$230,956.50 ",1975,1981,Acquisition
181 - XXX,BICENTENNIAL PARK,TOWN OF BERLIN,HARTFORD,CT,"$415,304.00 ",1975,1977,Acquisition
182 - XXX,MANCHESTER WATER CO.LAND,TOWN OF MANCHESTER,HARTFORD,CT,"$390,482.50 ",1975,1977,Acquisition
187 - XXX,BIBLEWAY CHURCH PROPERTY,TOWN OF BLOOMFIELD,HARTFORD,CT,"$10,000.00 ",1975,1977,Acquisition
157 - XXX,CRESTBROOK PARK,TOWN OF WATERTOWN,LITCHFIELD,CT,"$433,940.00 ",1975,1976,Acquisition
160 - XXX,CAMP COCHIPIANEE RECREATION AREA 1,TOWN OF GOSHEN,LITCHFIELD,CT,"$62,500.00 ",1975,1976,Acquisition
186 - XXX,KENNEDY TRACT MIDDLETOWN,TOWN OF MIDDLETOWN,MIDDLESEX,CT,"$45,000.00 ",1975,1977,Acquisition
195 - XXX,TOWN PARK,TOWN OF OLD SAYBROOK,MIDDLESEX,CT,"$37,500.00 ",1975,1979,Development
155 - XXX,TIMBERLAND OPEN SPACE AREA,TOWN OF GUILFORD,NEW HAVEN,CT,"$550,000.00 ",1975,1976,Acquisition
189 - XXX,SCHREIBER FARM NATURAL AREA,CITY OF ANSONIA,NEW HAVEN,CT,"$33,457.00 ",1975,1977,Development
197 - XXX,STONY CREEK QUARRY,TOWN OF BRANFORD,NEW HAVEN,CT,"$182,500.00 ",1975,1977,Acquisition
177 - XXX,ROSE HILL AREA-LAMBERT,DEPT. OF ENVIRONMENTAL PROTECTION,NEW LONDON,CT,"$10,710.00 ",1975,1977,Acquisition
163 - XXX,KUBACKA ADDITION,DEPT. OF ENVIRONMENTAL PROTECTION,TOLLAND,CT,"$10,112.50 ",1975,1976,Acquisition
165 - XXX,BARROWS PROPERTY,TOWN OF MANSFIELD,TOLLAND,CT,"$63,900.00 ",1975,1976,Acquisition
161 - XXX,WOLFDEN STATE PARK,DEPT. OF ENVIRONMENTAL PROTECTION,WINDHAM,CT,"$11,288.00 ",1975,1976,Acquisition
166 - XXX,CAREY ADDITION,DEPT. OF ENVIRONMENTAL PROTECTION,WINDHAM,CT,"$42,180.00 ",1975,1977,Acquisition
171 - XXX,MOHEGAN FOREST-TALBOT,DEPT. OF ENVIRONMENTAL PROTECTION,WINDHAM,CT,"$50,896.25 ",1975,1975,Acquisition
196 - XXX,CAPOZZI PROPERTY,CITY OF BRIDGEPORT,FAIRFIELD,CT,"$42,650.00 ",1976,1977,Acquisition
201 - XXX,WEST SIDE PARK (CARWIN PARK),CITY OF STAMFORD,FAIRFIELD,CT,"$102,780.39 ",1976,1978,Development
206 - XXX,FAR MILL ROAD,CITY OF SHELTON,FAIRFIELD,CT,"$75,000.00 ",1976,1978,Acquisition
211 - XXX,"DANBURY HIGH SCHOOL, ROGERS PARK",CITY OF DANBURY,FAIRFIELD,CT,"$49,623.67 ",1976,1978,Development
212 - XXX,PENFIELD BEACH,TOWN OF FAIRFIELD,FAIRFIELD,CT,"$658,000.00 ",1976,1979,Acquisition
220 - XXX,GRACE K. SALMON PARK,TOWN OF WESTPORT,FAIRFIELD,CT,"$25,019.52 ",1976,1979,Development
222 - XXX,JOHNSON OAK PARK,CITY OF BRIDGEPORT,FAIRFIELD,CT,"$39,060.00 ",1976,1979,Acquisition
202 - XXX,TATRO POND,CITY OF WINCHESTER,HARTFORD,CT,"$12,419.96 ",1976,1978,Development
205 - XXX,MUNICIPAL SWIMMING POOL,TOWN OF BLOOMFIELD,HARTFORD,CT,"$204,599.92 ",1976,1978,Development
207 - XXX,COWLES PROPERTY,TOWN OF EAST GRANBY,HARTFORD,CT,"$50,000.00 ",1976,1978,Acquisition
227 - XXX,BERMAN PROPERTY,TOWN OF SIMSBURY,HARTFORD,CT,"$47,500.00 ",1976,1979,Acquisition
203 - XXX,CAMP COCHIPIANEE RECREATION AREA II,TOWN OF GOSHEN,LITCHFIELD,CT,"$41,750.00 ",1976,1978,Development
223 - XXX,GROVE ROAD PARK DEVELOPMENT,CITY OF CROMWELL,MIDDLESEX,CT,"$31,143.90 ",1976,1978,Development
200 - XXX,BASEBALL FIELD LIGHTING PROJECT,TOWN OF HAMDEN,NEW HAVEN,CT,"$20,246.33 ",1976,1977,Redevelopment
204 - XXX,WEST ROCK RIDGE,DEPT. OF ENVIRONMENTAL PROTECTION,NEW HAVEN,CT,"$492,992.34 ",1976,1985,Acquisition
209 - XXX,HAMILTON PARK ICE RINK,CITY OF WATERBURY,NEW HAVEN,CT,"$166,032.47 ",1976,1978,Development
213 - XXX,FOREST RIDGE & BEACH,DEPT. OF ENVIRONMENTAL PROTECTION,NEW HAVEN,CT,"$1,487,850.66 ",1976,1981,Acquisition
214 - XXX,GRISWOLD PROPERTY,TOWN OF NORTH HAVEN,NEW HAVEN,CT,"$66,000.00 ",1976,1978,Acquisition
221 - XXX,HANSEN PROPERTY,TOWN OF NORTH HAVEN,NEW HAVEN,CT,"$187,500.00 ",1976,1980,Acquisition
208 - XXX,NORWICH GOLF COURSE,CITY OF NORWICH,NEW LONDON,CT,"$632,500.00 ",1976,1978,Acquisition
210 - XXX,CAMP OAKDALE II,TOWN OF MONTVILLE,NEW LONDON,CT,"$40,360.00 ",1976,1978,Development
224 - XXX,PARKS REHABILITATION,CITY OF NEW LONDON,NEW LONDON,CT,"$63,367.30 ",1976,1978,Development
225 - XXX,ASPINALL PROPERTY,TOWN OF LEBANON,NEW LONDON,CT,"$31,650.00 ",1976,1979,Acquisition
226 - XXX,BLONDER TRACT (COL. LEDYARD PARK),TOWN OF LEDYARD,NEW LONDON,CT,"$84,681.70 ",1976,1979,Development
230 - XXX,CRANDALLS PARK II,TOWN OF TOLLAND,TOLLAND,CT,"$40,746.89 ",1976,1979,Acquisition
234 - XXX,SPRINGWOOD/ELY PARK,CITY OF NORWALK,FAIRFIELD,CT,"$45,224.80 ",1977,1979,Redevelopment
236 - XXX,REED PROPERTY (WEST MOUNTAIN REFUGE),TOWN OF RIDGEFIELD,FAIRFIELD,CT,"$55,074.93 ",1977,1979,Acquisition
239 - XXX,BOND'S DOCK,TOWN OF STRATFORD,FAIRFIELD,CT,"$31,344.22 ",1977,1979,Redevelopment
244 - XXX,BURYING HILL BEACH,TOWN OF WESTPORT,FAIRFIELD,CT,"$33,000.00 ",1977,1981,Development
249 - XXX,STEFANKO PROPERTY,TOWN OF NEWTOWN,FAIRFIELD,CT,"$488,183.00 ",1977,1983,Development
232 - XXX,EASTERN HIGHLAND RIDGE,DEPT. OF ENVIRONMENTAL PROTECTION,HARTFORD,CT,"$26,500.00 ",1977,1980,Acquisition
242 - XXX,ALSOP MEADOWS,TOWN OF AVON,HARTFORD,CT,"$349,000.00 ",1977,1980,Acquisition
243 - XXX,TUNXIS MEAD PARK,TOWN OF FARMINGTON,HARTFORD,CT,"$6,146.46 ",1977,1980,Development
255 - XXX,BLOOMFIELD RECREATIONAL IMPROVEMENTS,TOWN OF BLOOMFIELD,HARTFORD,CT,"$540,850.00 ",1977,1980,Development
262 - XXX,NATHAN HALE PARK PLAYGROUND,TOWN OF MANCHESTER,HARTFORD,CT,"$22,421.00 ",1977,1980,Redevelopment
235 - XXX,HARWINTON TENNIS COURTS,TOWN OF HARWINTON,LITCHFIELD,CT,"$21,504.21 ",1977,1980,Development
237 - XXX,PLUME AND ATWOOD WOODLOT,TOWN OF THOMASTON,LITCHFIELD,CT,"$22,500.00 ",1977,1979,Acquisition
259 - XXX,CRESTBROOK PARK MAINTENANCE BUILDING,TOWN OF WATERTOWN,LITCHFIELD,CT,"$42,094.85 ",1977,1979,Development
246 - XXX,GILLETTE AND MINETTO IMPROVEMENTS,DEPT. OF ENVIRONMENTAL PROTECTION,MULTI-COUNTY,CT,"$62,282.53 ",1977,1979,Development
252 - XXX,HAMMONASSET STATE PARK IMPROVEMENTS,DEPT. OF ENVIRONMENTAL PROTECTION,MULTI-COUNTY,CT,"$1,925,000.00 ",1977,1983,Development
233 - XXX,NEW HAVEN WATER COMPANY LAND,TOWN OF WALLINGFORD,NEW HAVEN,CT,"$804,645.00 ",1977,1979,Acquisition
240 - XXX,CARRINGTON SCHOOL AND MORSE PARKS,CITY OF WEST HAVEN,NEW HAVEN,CT,"$20,200.00 ",1977,1979,Development
245 - XXX,SCHREIBER FARM NATURE CENTER,CITY OF ANSONIA,NEW HAVEN,CT,"$30,600.00 ",1977,1979,Development
